Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,133,46,87,34.6%,123-184,40.1%,1320-1517,46.5%,11-21,34.4%,118,65.8%,28.9%,3.3%,5.8%,66.4%,60.9%,44.2%,55.3%,40.6%,48.0%,0.91
Clay,123,51,72,41.5%,124-163,43.2%,1273-1411,47.4%,9-17,34.6%,112,60.7%,36.1%,2.0%,5.3%,69.6%,57.4%,43.1%,53.1%,44.2%,48.7%,0.94
Grass,30,9,21,30.0%,21-46,31.3%,256-353,42.0%,1-2,33.3%,28,68.4%,17.9%,4.0%,5.7%,67.0%,62.9%,42.8%,56.3%,36.4%,46.0%,0.83
Carpet,3,2,1,66.7%,4-2,66.7%,35-30,53.8%,0-1,0.0%,0,,,,,,,,,,,
Grand Slams,52,16,36,30.8%,39-79,33.1%,446-613,42.1%,4-5,44.4%,50,59.3%,24.4%,3.0%,4.9%,70.6%,57.7%,41.3%,52.9%,40.3%,46.7%,0.86
Premiers,31,6,25,19.4%,23-50,31.5%,303-389,43.8%,4-6,40.0%,31,63.4%,25.1%,2.5%,5.9%,69.5%,59.1%,41.2%,53.7%,39.9%,46.9%,0.86
Internationals,148,63,85,42.6%,151-190,44.3%,1533-1650,48.2%,10-24,29.4%,141,66.6%,34.9%,2.9%,5.7%,66.4%,60.5%,45.2%,55.3%,42.7%,49.0%,0.96
Finals,1,1,0,100.0%,2-0,100.0%,13-6,68.4%,1-0,100.0%,1,88.9%,44.4%,2.8%,2.8%,63.9%,60.9%,65.4%,62.5%,51.6%,57.5%,1.38
Semi-finals,2,1,1,50.0%,2-3,40.0%,15-22,40.5%,0-0,-,2,44.4%,36.8%,1.6%,7.1%,68.3%,52.3%,30.0%,45.2%,45.1%,45.1%,0.82
Quarter-finals,16,2,14,12.5%,6-28,17.6%,128-190,40.3%,0-7,0.0%,16,60.8%,24.4%,3.2%,5.1%,66.1%,58.8%,42.8%,53.4%,38.0%,45.9%,0.82
vs Righties,261,92,169,35.2%,236-368,39.1%,2565-3035,45.8%,17-37,31.5%,232,62.8%,30.3%,2.8%,5.7%,67.5%,59.2%,43.1%,54.0%,41.5%,47.8%,0.90
vs Lefties,23,11,12,47.8%,26-26,50.0%,254-245,50.9%,3-4,42.9%,19,68.9%,30.2%,3.3%,4.8%,69.7%,61.8%,47.3%,57.4%,42.2%,49.8%,0.99
vs Top 10,19,2,17,10.5%,7-35,16.7%,133-235,36.1%,0-3,0.0%,17,58.0%,12.1%,2.5%,6.0%,69.8%,55.7%,38.3%,50.5%,37.0%,43.8%,0.75
