Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2024 BJK Cup Playoffs RR,L vs Erjavec,78.9%,40.0%,5.3%,2/1,2.39,4.5%,73.8%,38.7%,0.0%,2.23,8.3%,93.3%,42.9%,20.0%,2.62,0.0%
2024 BJK Cup Playoffs RR,W vs Zidansek,81.1%,56.6%,4.1%,4/1,2.52,9.0%,85.1%,55.6%,1.4%,2.60,11.6%,87.8%,58.3%,9.8%,2.25,0.0%
2024 US Open R128,W vs Bogdan,76.8%,50.7%,2.1%,0/2,2.29,13.5%,75.9%,43.2%,3.4%,2.20,20.0%,87.9%,62.1%,0.0%,2.48,0.0%
2024 Olympics R32,L vs Zheng,69.1%,39.5%,1.8%,1/0,2.55,0.0%,63.0%,41.2%,3.7%,2.40,0.0%,87.5%,38.1%,0.0%,2.91,0.0%
2024 ITF The Hague F,W vs Feistel,54.9%,48.2%,2.9%,2/1,2.44,5.5%,90.7%,51.0%,3.7%,2.45,4.5%,77.8%,28.6%,11.1%,2.41,9.1%
2024 Roland Garros R128,W vs Kerber,89.1%,50.9%,1.6%,1/0,2.31,2.0%,88.0%,43.2%,2.0%,2.29,2.2%,92.9%,76.9%,0.0%,2.60,0.0%
2024 Charleston R64,L vs Volynets,87.1%,51.9%,4.8%,4/2,2.43,1.8%,88.3%,50.5%,2.9%,2.53,2.5%,89.5%,58.8%,15.8%,2.15,0.0%
2024 Miami R128,W vs Sorribes Tormo,84.6%,54.5%,0.0%,0/0,2.08,0.0%,86.8%,57.6%,0.0%,1.90,0.0%,100.0%,45.5%,0.0%,2.43,0.0%
2024 Australian Open R128,W vs Kalinina,89.7%,80.8%,20.7%,1/5,2.54,12.1%,78.6%,90.9%,35.7%,2.50,16.3%,100.0%,73.3%,6.7%,2.69,0.0%
2023 Hamburg F,W vs Noha Akugue,80.6%,54.0%,0.0%,0/0,2.27,3.8%,86.2%,48.0%,0.0%,2.08,6.7%,89.3%,60.0%,0.0%,2.53,0.0%
2023 ITF The Hague F,W vs Bejlek,72.2%,51.9%,1.4%,1/0,2.38,0.0%,95.1%,46.2%,2.4%,2.33,0.0%,92.9%,69.2%,0.0%,2.46,0.0%
2023 Roland Garros R128,L vs Grabher,73.2%,36.5%,1.4%,1/0,2.30,0.0%,83.3%,32.5%,2.1%,2.28,0.0%,85.7%,50.0%,0.0%,2.32,0.0%
2023 Madrid R64,L vs Sakkari,81.0%,35.3%,1.6%,1/0,2.48,4.9%,78.6%,39.4%,2.4%,2.51,6.5%,95.0%,31.6%,0.0%,2.38,0.0%
2023 Madrid R128,W vs Anisimova,70.0%,59.2%,7.1%,3/2,2.60,0.0%,74.4%,62.5%,9.3%,2.58,0.0%,85.0%,52.9%,5.0%,2.64,0.0%
2022 Wimbledon R128,L vs Harrison,66.1%,41.5%,1.6%,0/1,2.56,14.6%,66.7%,30.8%,2.6%,2.38,17.2%,75.0%,60.0%,0.0%,2.97,8.3%
2022 Rabat R32,W vs Sun,75.7%,67.9%,5.4%,1/1,2.34,1.7%,78.9%,73.3%,10.5%,2.39,1.9%,86.7%,61.5%,0.0%,1.83,0.0%
2022 ITF Santa Margherita Di Pula F,W vs Benoit,75.4%,60.9%,1.6%,1/0,2.17,4.9%,90.0%,63.9%,2.5%,2.18,6.5%,83.3%,50.0%,0.0%,2.12,0.0%
2022 BJK Cup Qualifiers RR,L vs Sorribes Tormo,72.9%,40.0%,0.0%,0/0,2.12,10.0%,74.4%,34.5%,0.0%,2.03,13.3%,85.7%,66.7%,0.0%,2.41,0.0%
2022 BJK Cup Qualifiers RR,L vs Parrizas Diaz,81.0%,46.8%,1.7%,1/0,2.21,1.7%,80.5%,42.4%,0.0%,2.22,2.2%,82.4%,57.1%,5.9%,2.16,0.0%
2022 Lyon R32,W vs Kovinic,81.0%,67.6%,4.8%,1/1,2.15,17.9%,90.9%,70.0%,4.5%,1.99,27.8%,87.5%,64.3%,6.3%,2.48,0.0%
Career (66 matches),,76.6%,51.5%,4.4%,61.8%,2.35,6.3%,79.0%,49.8%,4.4%,2.35,7.7%,87.6%,54.5%,5.3%,2.34,2.5%
