Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,16,Hard,23,7,16,30.4%,3,0,3,0.0%,2009,2026,R64,20,0.89,3.1%,5.7%,66.2%,58.0%,42.9%,52.9%,42.1%,58.9%,42.8%
Roland Garros,15,Clay,36,20,16,55.6%,12,7,5,58.3%,2009,2025,R16,25,0.95,1.9%,3.8%,72.4%,56.9%,43.7%,53.3%,44.5%,50.2%,48.3%
Wimbledon,13,Grass,20,7,13,35.0%,4,2,2,50.0%,2009,2025,R32,15,0.87,4.7%,5.7%,68.6%,61.3%,44.3%,56.0%,38.5%,56.6%,44.9%
US Open,14,Hard,22,8,14,36.4%,5,3,2,60.0%,2009,2025,R64,21,0.96,3.9%,5.1%,67.4%,63.7%,43.0%,57.0%,41.2%,54.2%,42.5%
Olympics,1,,2,1,1,50.0%,0,0,0,-,2024,2024,R32,2,1.07,5.8%,1.0%,72.8%,62.7%,50.0%,59.2%,43.5%,44.4%,75.0%
Fed Cup,11,,27,15,12,55.6%,5,2,3,40.0%,2008,2020,,6,0.81,2.1%,6.5%,62.7%,57.2%,39.4%,50.6%,40.2%,53.7%,43.2%
Antalya 125 1,2,Clay,4,2,2,50.0%,2,1,1,50.0%,2025,2026,QF,4,1.08,0.9%,5.8%,77.8%,54.5%,44.4%,52.3%,51.4%,47.5%,49.0%
Hamburg,2,Clay,7,6,1,85.7%,1,1,0,100.0%,2023,2025,W,7,1.19,2.1%,5.5%,68.9%,61.2%,53.1%,58.7%,49.2%,56.8%,43.4%
Bad Homburg,3,Grass,3,0,3,0.0%,0,0,0,-,2021,2025,R32,3,0.62,2.2%,6.7%,70.6%,55.1%,39.6%,50.6%,30.5%,40.9%,18.2%
Rabat,5,Clay,9,4,5,44.4%,2,0,2,0.0%,2017,2025,QF,9,1.05,2.1%,6.7%,68.5%,59.5%,40.5%,53.5%,48.6%,51.8%,52.9%
Rome,4,Clay,11,7,4,63.6%,1,1,0,100.0%,2020,2025,R32,11,1.18,1.8%,3.9%,70.0%,62.8%,46.7%,58.0%,49.6%,54.2%,50.5%
Madrid,5,Clay,9,4,5,44.4%,1,1,0,100.0%,2011,2025,R64,9,0.89,1.4%,5.9%,72.6%,58.2%,44.8%,54.5%,40.5%,50.7%,44.8%
