Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2024 BJK Cup Playoffs RR,W vs Zidansek,67% (10/15),56% (9/16),2/3,1/2,60% (9/15),7/8,3/3,60% (3/5),17% (1/6)
2024 BJK Cup Playoffs RR,L vs Erjavec,75% (6/8),100% (1/1),0/0,0/0,60% (6/10),0/2,0/1,- (0/0),- (0/0)
2024 US Open R64,L vs Navarro,33% (2/6),0% (0/4),0/0,0/0,17% (1/6),0/2,0/1,- (0/0),- (0/0)
2024 US Open R128,W vs Bogdan,62% (8/13),40% (4/10),2/6,1/2,25% (1/4),0/0,0/0,83% (5/6),33% (2/6)
2024 Paris Olympics R32,L vs Zheng,83% (5/6),50% (1/2),0/0,0/0,43% (3/7),0/2,0/1,- (0/0),- (0/0)
2024 Wimbledon R64,L vs Sakkari,73% (8/11),0% (0/2),0/0,0/0,33% (1/3),0/2,0/1,- (0/0),- (0/0)
2024 Wimbledon R128,W vs Yuan,89% (8/9),57% (4/7),2/4,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2024 Roland Garros R128,W vs Kerber,62% (8/13),44% (4/9),2/4,1/3,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2024 Charleston R64,L vs Volynets,53% (8/15),35% (6/17),1/4,0/2,62% (13/21),2/4,0/1,36% (5/14),64% (9/14)
2024 Miami R128,W vs Sorribes Tormo,53% (8/15),57% (4/7),2/3,1/1,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2024 Australian Open R128,W vs Kalinina,39% (7/18),71% (5/7),2/7,1/5,100% (14/14),0/0,0/0,- (0/0),- (0/0)
2023 US Open R128,L vs Keys,43% (6/14),0% (0/3),0/0,0/0,77% (10/13),1/3,1/2,- (0/0),- (0/0)
2023 Hamburg F,W vs Noha Akugue,57% (8/14),67% (4/6),2/6,1/5,83% (5/6),0/0,0/0,40% (2/5),100% (5/5)
2023 Roland Garros R128,L vs Grabher,40% (4/10),14% (1/7),0/0,0/0,17% (1/6),1/3,0/1,- (0/0),- (0/0)
2023 Madrid R64,L vs Sakkari,64% (7/11),14% (1/7),0/0,0/0,63% (5/8),1/3,1/2,- (0/0),- (0/0)
2023 Madrid R128,W vs Anisimova,53% (8/15),38% (5/13),2/7,1/2,67% (4/6),0/0,0/0,- (0/0),- (0/0)
2022 Wimbledon R128,L vs Harrison,67% (4/6),20% (1/5),0/0,0/0,60% (6/10),0/2,0/1,- (0/0),- (0/0)
2022 Rabat R32,W vs Sun,39% (7/18),100% (5/5),2/6,1/4,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2022 BJK Cup QLS R1: ESP vs NED RR,L vs Parrizas Diaz,63% (5/8),60% (3/5),0/0,0/0,64% (9/14),2/4,2/3,40% (2/5),33% (2/6)
2022 BJK Cup QLS R1: ESP vs NED RR,L vs Sorribes Tormo,75% (3/4),50% (1/2),0/0,0/0,44% (4/9),0/2,0/1,- (0/0),- (0/0)
2024 (11 matches),,60.5%,46.3%,41.9%,37.5%,60.9%,45.0%,37.5%,52.0%,46.2%
2023 (5 matches),,51.6%,30.6%,30.8%,28.6%,64.1%,33.3%,40.0%,40.0%,100.0%
2022 (6 matches),,56.9%,47.5%,45.5%,33.3%,58.7%,52.9%,69.2%,42.9%,40.0%
2021 (17 matches),,56.7%,49.3%,57.6%,70.0%,58.7%,59.6%,66.7%,51.5%,47.1%
2020 (11 matches),,51.9%,37.7%,37.9%,44.4%,62.1%,46.4%,41.7%,47.8%,41.7%
Career (261 matches),,58.1%,48.4%,51.6%,48.6%,54.2%,47.9%,50.2%,49.1%,43.2%
