Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R64,L vs Navarro,92.4,95.6,6.7,101.0,96.0,106,84,83.9,4.9,85.0,79.0,91,72
2024 US Open R128,W vs Bogdan,90.3,95.2,7.6,103.8,93.5,115,75,79.0,8.3,83.0,82.6,99,64
2024 Wimbledon R64,L vs Sakkari,95.4,98.8,7.4,102.5,96.0,111,81,84.8,5.5,84.6,83.0,94,71
2023 US Open R128,L vs Keys,99.3,103.9,8.2,109.0,101.5,120,89,88.3,5.2,93.0,89.6,100,79
2022 US Open R128,L vs Rogers,88.2,90.3,9.0,92.3,88.0,107,75,72.0,0.0,,,72,72
2021 US Open R128,L vs Bencic,90.6,96.0,8.0,101.3,96.1,114,84,78.3,5.3,84.3,77.5,90,71
2018 Wimbledon R128,L vs Williams,89.2,92.4,7.9,88.7,96.0,118,78,77.7,3.2,75.0,,83,74
2013 Roland Garros R128,L vs Errani,88.5,,,,,108,,,,,,,64
2012 Wimbledon R32,L vs Peng,93.2,,,,,105,,,,,,,81
2012 Wimbledon R64,W vs Stosur,95.2,,,,,108,,,,,,,71
2012 Roland Garros R16,L vs Kanepi,88.8,,,,,105,,,,,,,70
2012 Roland Garros R32,W vs Goerges,90.3,,,,,110,,,,,,,76
2012 Roland Garros R64,W vs Razzano,87.9,,,,,108,,,,,,,69
2011 US Open R64,L vs Wozniacki,93.6,97.2,6.4,,,108,82,86.9,3.5,,,95,79
2011 Roland Garros R32,L vs Kirilenko,94.3,97.1,7.1,,,110,82,86.6,6.3,,,94,73
2011 Roland Garros R64,W vs Clijsters,92.4,95.5,9.0,,,111,67,83.9,5.0,,,93,73
2011 Australian Open R64,L vs Kuznetsova,88.8,91.3,6.7,,,105,77,78.3,4.7,,,83,70
2011 Australian Open R128,W vs Mattek Sands,91.8,97.0,6.7,,,108,70,81.3,4.9,,,91,71
Career (18 matches),,91.9,96.3,7.6,102.4,96.6,120,67,82.5,5.3,86.1,83.3,100,64
