Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),523,99,394,1330,371,1307,344,1305,247,1312,646,96,,
2025,354,174,399,1330,379,1307,353,1305,253,1312,423,175
2024,244,290,361,1369,331,1359,329,1322,,,329,223
2023,289,247,294,1382,278,1362,321,1300,,,,
2022,435,103,325,1327,321,1284,269,1340,,,,
2021,344,178,,,,,,,,,,
2020,430,104,,,,,,,,,676,63
2019,504,73,,,,,,,,,783,40
2018,297,157,,,,,,,,,629,34
2017,411,91,,,,,,,,,858,24
2016,865,14,,,,,,,,,,
