Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 Chennai CH R32,W vs Piros,15.6%,25.6%,56.8%,21.0%,21.1%,29.8%,57.8%,29.6%,26.9%,51.6%,66.7%,6.5%,19.4%,55.2%,-51
2022 Barletta CH R16,L vs Borges,25.3%,30.4%,40.7%,28.6%,35.2%,42.6%,42.9%,40.0%,34.8%,29.0%,0.0%,5.0%,5.0%,36.8%,-74
Career (2 matches),,20.1%,27.8%,50.0%,24.6%,27.9%,36.0%,51.2%,34.7%,30.6%,40.3%,28.6%,5.9%,13.7%,47.9%,-61
