Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,13,6,7,46.2%,5,3,2,60.0%,2020,2026,R64,13,1.04,3.8%,4.6%,63.4%,64.2%,48.9%,58.6%,43.2%,51.0%,45.4%
Roland Garros,7,Clay,14,7,7,50.0%,2,1,1,50.0%,2019,2025,R128,14,0.97,3.3%,4.1%,59.9%,61.5%,47.1%,55.7%,42.8%,57.8%,51.8%
Wimbledon,5,Grass,15,10,5,66.7%,4,1,3,25.0%,2019,2024,R64,15,1.08,4.6%,5.3%,61.3%,67.3%,41.5%,57.3%,46.1%,58.4%,49.2%
US Open,7,Hard,18,10,8,55.6%,1,1,0,100.0%,2019,2025,R32,18,1.01,4.6%,5.4%,59.3%,68.9%,42.1%,58.0%,42.5%,60.0%,39.7%
Cluj-Napoca,2,Hard,2,0,2,0.0%,0,0,0,-,2024,2026,R32,2,0.51,3.1%,5.5%,56.3%,59.7%,37.5%,50.0%,25.5%,60.0%,20.0%
Osaka,2,Hard,4,2,2,50.0%,0,0,0,-,2024,2025,R16,4,1.00,7.2%,7.6%,59.8%,74.0%,47.5%,63.3%,36.8%,61.1%,56.3%
Beijing,2,Hard,5,3,2,60.0%,1,1,0,100.0%,2024,2025,R32,5,0.94,2.9%,6.0%,59.6%,59.4%,43.2%,52.9%,44.5%,52.8%,61.3%
Cleveland,2,Hard,5,2,3,40.0%,4,2,2,50.0%,2024,2025,R16,5,1.01,4.6%,5.6%,57.0%,68.5%,44.6%,58.2%,42.4%,48.4%,32.6%
Cincinnati,2,Hard,2,0,2,0.0%,0,0,0,-,2020,2025,R128,2,0.64,0.8%,7.1%,56.3%,59.2%,43.6%,52.4%,30.7%,55.6%,18.2%
Eastbourne,2,Grass,5,3,2,60.0%,3,1,2,33.3%,2024,2025,R32,5,1.02,2.9%,5.5%,65.7%,65.3%,42.0%,57.3%,43.5%,41.2%,37.7%
