Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Auckland R16,L vs Parks,0.0%,-,3.3%,75.0%,17.1%,14.3%,0.0%,5.0%,50.0%,1.7%,50.0%,-93,-61
2024 Osaka R32,W vs Andreescu,2.0%,100.0%,3.3%,100.0%,20.0%,18.8%,50.0%,11.5%,100.0%,0.0%,-,100,134
2024 Wimbledon R64,L vs Paolini,0.0%,-,8.5%,25.0%,23.8%,50.0%,0.0%,3.3%,0.0%,1.4%,33.3%,-18,-26
2021 BJK Cup Finals RR,W vs Shymanovich,0.0%,-,3.6%,50.0%,24.1%,27.3%,37.5%,19.4%,50.0%,0.6%,100.0%,86,83
2021 US Open R32,L vs Andreescu,0.0%,-,3.0%,66.7%,15.4%,10.0%,40.0%,6.1%,50.0%,0.7%,0.0%,48,5
2021 Lyon R16,W vs Rus,1.0%,0.0%,16.9%,66.7%,12.5%,15.8%,12.5%,7.8%,37.5%,2.7%,44.4%,20,11
2019 s Hertogenbosch QF,L vs Kudermetova,0.0%,-,6.9%,71.4%,17.9%,32.0%,0.0%,3.2%,14.3%,0.9%,0.0%,-61,-2
2019 Hobart R16,W vs Linette,0.0%,-,6.2%,66.7%,16.6%,23.1%,40.0%,5.7%,20.0%,0.0%,-,11,5
Career (8 matches),,0.3%,50.0%,7.2%,62.2%,17.5%,22.9%,28.1%,7.1%,26.5%,1.1%,38.9%,6,11
