Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),149,510,109,1703,106,1657,135,1591,54,1659,838,56,,
2025,120,644,94,1739,91,1685,119,1609,49,1676,674,91
2024,95,791,97,1703,102,1659,125,1582,71,1626,158,508
2023,60,984,74,1730,81,1669,74,1658,57,1635,,
2022,225,289,152,1588,150,1541,153,1516,103,1524,,
2021,80,877,112,1668,108,1628,141,1551,74,1609,,
2020,110,684,115,1617,107,1603,133,1490,,,108,832
2019,110,599,104,1695,105,1649,123,1592,88,1598,154,512
2018,348,111,,,,,,,,,223,316
2017,924,12,,,,,,,,,,
2016,345,114,,,,,,,,,762,33
2015,400,88,,,,,,,,,568,64
2013,942,14,,,,,,,,,,
