Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,98,42,56,42.9%,100-126,44.2%,1062-1097,49.2%,11-14,44.0%,97,64.9%,33.9%,4.1%,4.2%,59.6%,65.2%,45.7%,57.3%,42.4%,49.9%,0.99
Clay,13,1,12,7.7%,5-23,17.9%,105-165,38.9%,2-2,50.0%,13,58.3%,21.9%,3.2%,4.0%,62.1%,57.6%,44.9%,52.8%,36.9%,45.3%,0.78
Grass,21,9,12,42.9%,22-27,44.9%,221-238,48.1%,0-3,0.0%,21,64.3%,32.6%,4.4%,5.0%,63.8%,64.7%,41.1%,56.2%,42.0%,49.1%,0.96
Grand Slams,28,8,20,28.6%,20-43,31.7%,268-341,44.0%,2-4,33.3%,28,64.0%,24.7%,3.3%,4.8%,61.6%,63.3%,42.4%,55.3%,38.9%,47.2%,0.87
Premiers,10,3,7,30.0%,8-13,38.1%,90-103,46.6%,0-1,0.0%,10,57.7%,37.8%,4.1%,2.5%,62.8%,59.1%,43.6%,53.3%,43.3%,48.7%,0.93
Internationals,76,34,42,44.7%,81-95,46.0%,841-848,49.8%,10-13,43.5%,76,65.0%,35.6%,4.5%,4.0%,59.7%,65.2%,46.0%,57.5%,42.8%,50.2%,1.01
Semi-finals,4,0,4,0.0%,1-8,11.1%,33-51,39.3%,0-0,-,4,56.1%,23.3%,1.8%,6.9%,59.2%,67.1%,32.7%,53.1%,38.6%,45.7%,0.82
Quarter-finals,8,4,4,50.0%,9-9,50.0%,93-85,52.2%,0-2,0.0%,8,73.6%,32.6%,3.8%,4.8%,60.7%,67.3%,46.3%,59.0%,41.9%,50.9%,1.02
vs Righties,114,47,67,41.2%,114-148,43.5%,1232-1294,48.8%,11-18,37.9%,113,65.1%,33.0%,4.3%,4.3%,60.3%,64.9%,45.4%,57.1%,42.1%,49.7%,0.98
vs Lefties,15,4,11,26.7%,11-23,32.4%,132-174,43.1%,2-1,66.7%,15,57.4%,29.7%,2.5%,3.5%,62.0%,60.5%,41.7%,53.4%,40.0%,46.8%,0.86
vs Top 10,8,1,7,12.5%,4-14,22.2%,65-95,40.6%,1-1,50.0%,8,48.1%,33.3%,2.4%,1.7%,65.9%,56.7%,37.3%,50.1%,42.9%,46.5%,0.86
