Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R64,L vs Vekic,92.8,98.2,3.5,99.9,94.8,104,91,81.8,4.8,85.0,89.0,91,72
2024 US Open R128,W vs Frech,95.5,101.8,3.5,103.2,98.5,108,94,85.0,4.7,87.0,84.0,102,78
2024 Wimbledon R64,L vs Paolini,97.2,101.8,2.7,103.2,98.8,107,93,88.1,2.4,90.7,90.3,93,83
2024 Wimbledon R128,W vs Watson,97.3,102.0,3.7,104.3,99.3,107,92,85.7,3.2,,,90,77
2023 US Open R32,L vs Kasatkina,88.9,95.5,5.1,98.8,94.3,106,85,80.7,5.4,83.8,83.0,88,67
2023 US Open R64,W vs Vickery,91.6,98.2,5.0,100.6,96.5,108,82,83.1,4.1,87.0,84.0,92,72
2023 US Open R128,W vs Williams,95.9,101.5,2.9,102.2,100.6,107,95,83.9,4.7,90.0,,93,76
2022 US Open R128,L vs Stephens,89.9,98.6,3.6,99.7,97.2,105,90,75.1,5.3,76.9,75.0,85,64
2022 Wimbledon R128,W vs Muguruza,94.2,99.6,4.6,101.3,96.6,106,84,81.7,3.3,86.0,84.0,88,76
2021 US Open R32,L vs Andreescu,96.4,102.7,4.7,105.2,102.0,109,82,78.9,3.3,86.0,86.0,86,75
2021 US Open R64,W vs Samsonova,93.5,101.0,6.6,104.1,99.3,108,78,78.3,3.8,83.0,72.0,85,72
2021 US Open R128,W vs Podoroska,91.8,98.3,9.1,101.1,98.5,110,76,77.7,3.5,82.7,79.5,84,72
Career (12 matches),,93.6,100.0,4.6,102.0,97.9,110,76,81.7,4.1,84.0,83.6,102,64
