Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2016,1,1,0,100.0%,2-0,100.0%,12-7,63.2%,0-0,-,0,,,,,,,,,,,,
2011,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-0,-,0,,,,,,,,,,,,
2010,3,0,3,0.0%,0-6,0.0%,13-37,26.0%,0-1,0.0%,1,-,-,0.0%,10.9%,61.8%,55.9%,28.6%,45.5%,33.3%,40.0%,0.61,
Career,5,1,4,20.0%,2-8,20.0%,32-57,36.0%,0-1,0.0%,1,-,-,0.0%,10.9%,61.8%,55.9%,28.6%,45.5%,33.3%,40.0%,0.61,
