Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,8,3,5,37.5%,8-10,44.4%,77-89,46.4%,1-0,100.0%,0,,,,,,,,,,,,R16 (3x)
2020,17,11,6,64.7%,23-14,62.2%,183-157,53.8%,1-2,33.3%,0,,,,,,,,,,,,F (W15 Antalya)
2019,48,28,20,58.3%,65-44,59.6%,542-464,53.9%,3-6,33.3%,0,,,,,,,,,,,,W (W15 Vrnjacka Banja)
2018,37,22,15,59.5%,46-37,55.4%,407-370,52.4%,3-2,60.0%,0,,,,,,,,,,,,F (2x)
2017,1,0,1,0.0%,1-2,33.3%,12-13,48.0%,0-0,-,0,,,,,,,,,,,,R32 (Tucepi $15K)
2016,32,15,17,46.9%,34-37,47.9%,318-346,47.9%,4-1,80.0%,0,,,,,,,,,,,,W (Wirral $10K)
2015,51,26,25,51.0%,56-54,50.9%,541-508,51.6%,8-11,42.1%,0,,,,,,,,,,,,W (Antalya $10K)
2014,45,27,18,60.0%,62-46,57.4%,517-477,52.0%,7-3,70.0%,0,,,,,,,,,,,,W (Casablanca 10K)
2013,40,14,26,35.0%,35-58,37.6%,398-462,46.3%,4-4,50.0%,0,,,,,,,,,,,,SF (Umag 10K)
2012,39,18,21,46.2%,43-44,49.4%,410-410,50.0%,6-4,60.0%,0,,,,,,,,,,,,W (2x)
2011,36,14,22,38.9%,36-51,41.4%,357-417,46.1%,3-3,50.0%,0,,,,,,,,,,,,F (Velenje 10K)
2010,26,14,12,53.8%,28-25,52.8%,233-225,50.9%,1-0,100.0%,0,,,,,,,,,,,,W (Algiers 10K)
2009,5,2,3,40.0%,5-7,41.7%,55-61,47.4%,1-1,50.0%,0,,,,,,,,,,,,R16 (2x)
2008,9,6,3,66.7%,11-8,57.9%,97-77,55.7%,0-2,0.0%,0,,,,,,,,,,,,SF (Mostar 10K)
Career,394,200,194,50.8%,453-437,50.9%,4147-4076,50.4%,42-39,51.9%,0,,,,,,,,,,,,
