Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 W25 Baja Q2,W vs Pirok,71% (5/7),100% (5/5),0/0,25% (2/8),50% (1/2),3/4,1/2,0/0,1/2,0/0
2019 W15 Tabarka R16,L vs Rame,33% (3/9),0% (0/3),0/3,44% (4/9),25% (1/4),0/0,0/0,1/1,0/0,1/1
2019 W15 Tabarka R32,W vs Girard,64% (7/11),100% (7/7),2/4,50% (5/10),20% (1/5),3/6,1/2,1/1,0/1,0/0
2019 W15 Tabarka QF,W vs Lantigua De La Nuez,67% (6/9),67% (4/6),0/1,33% (3/9),67% (2/3),2/3,1/1,0/0,1/1,0/0
2019 W15 Tabarka R16,W vs Lene,54% (7/13),71% (5/7),1/4,33% (4/12),0% (0/4),4/4,1/1,1/1,0/0,0/0
2019 W15 Tabarka R32,W vs Tanasescu,45% (9/20),78% (7/9),2/4,35% (6/17),17% (1/6),3/4,1/3,0/0,1/1,0/0
2019 W15 Tabarka QF,L vs Jorge,50% (6/12),50% (3/6),1/3,67% (8/12),38% (3/8),3/3,1/1,0/2,0/0,0/1
2019 W15 Tabarka R16,W vs Skachkova,80% (8/10),100% (8/8),2/4,56% (5/9),20% (1/5),4/7,1/1,1/1,0/0,0/0
2019 W15 Tabarka R32,W vs Stamatova,69% (9/13),78% (7/9),4/5,54% (7/13),29% (2/7),5/7,2/2,0/0,1/1,0/0
2019 W15 Monastir R16,W vs Kraus,57% (8/14),75% (6/8),1/4,38% (5/13),20% (1/5),4/4,0/0,1/1,0/0,0/0
2019 W15 Monastir R32,W vs Cocciaretto,78% (7/9),86% (6/7),2/2,25% (2/8),0% (0/2),4/5,1/1,0/0,0/0,0/0
2019 W15 Monastir R32,W vs Ayala Serra,63% (5/8),100% (5/5),1/2,44% (4/9),50% (2/4),3/4,1/1,0/0,1/1,0/0
2019 W15 Monastir R32,W vs Adler,70% (7/10),100% (7/7),1/4,78% (7/9),43% (3/7),3/6,1/2,0/0,0/0,0/0
2017 Tucepi $15K R32,L vs Jamrichova,46% (6/13),67% (4/6),0/4,50% (6/12),33% (2/6),3/4,1/1,1/1,0/0,1/1
2016 Zawada Near Opole $25K R32,W vs Maleckova,75% (12/16),83% (10/12),7/9,69% (11/16),18% (2/11),5/9,1/1,1/1,1/1,1/1
2016 Bratislava $25K R32,L vs Korpatsch,20% (2/10),50% (1/2),0/3,70% (7/10),57% (4/7),1/1,0/0,1/1,0/0,1/1
2016 Equeurdreville $25K R32,L vs Lechemia,0% (0/6),- (0/0),0/4,100% (6/6),0% (0/6),0/0,0/0,0/2,0/0,0/1
2016 Clermont Ferrand $25K R16,L vs Gravouil,44% (4/9),75% (3/4),1/5,88% (7/8),14% (1/7),0/3,0/0,0/1,0/0,0/0
2016 Clermont Ferrand $25K R32,W vs Smirnova,88% (7/8),86% (6/7),1/2,50% (4/8),50% (2/4),5/6,2/2,0/0,1/1,0/0
2016 Olomouc $50K R16,L vs Muchova,56% (5/9),40% (2/5),1/4,80% (8/10),38% (3/8),1/2,0/0,0/1,0/0,0/1
2019 (13 matches),,60.0%,80.5%,42.5%,44.9%,29.0%,71.9%,70.6%,71.4%,71.4%,50.0%
2017 (1 matches),,46.2%,66.7%,0.0%,50.0%,33.3%,75.0%,100.0%,100.0%,-,100.0%
2016 (23 matches),,51.4%,75.6%,35.7%,56.6%,24.8%,57.8%,65.2%,60.0%,71.4%,55.6%
2015 (16 matches),,57.2%,78.9%,45.5%,50.9%,21.0%,60.0%,57.1%,58.8%,33.3%,57.1%
2014 (5 matches),,49.0%,80.0%,38.1%,51.0%,3.8%,55.0%,57.1%,25.0%,50.0%,0.0%
Career (70 matches),,54.0%,77.5%,37.3%,52.6%,20.5%,59.1%,61.3%,62.1%,61.9%,56.0%
