Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 Iasi F,L vs Begu,8,30,0.3,7.3%,27.3%,8,28,0.3,7.8%,27.5%,5.9%,2.0%,1.0,20.9%,20.9%
2025 Mumbai 125 F,W vs Sawangkaew,8,12,0.7,11.3%,16.9%,7,10,0.7,10.6%,15.2%,7.6%,3.0%,0.7,16.9%,23.9%
2023 Wimbledon R128,L vs Linette,15,34,0.4,13.8%,31.2%,12,30,0.4,12.0%,30.0%,5.0%,7.0%,0.7,11.9%,17.4%
2023 Bad Homburg R16,L vs Swiatek,12,17,0.7,12.6%,17.9%,10,15,0.7,11.0%,16.5%,8.8%,2.2%,0.9,15.8%,17.9%
2023 Roland Garros R128,L vs Errani,51,64,0.8,27.7%,34.8%,48,57,0.8,27.9%,33.1%,19.8%,7.6%,0.7,7.1%,10.9%
2023 Charleston R64,L vs Fruhvirtova,30,51,0.6,18.9%,32.1%,29,45,0.6,20.4%,31.7%,13.4%,7.0%,0.7,13.8%,18.9%
2023 Miami R128,L vs Muchova,8,12,0.7,10.7%,16.0%,7,11,0.6,10.1%,15.9%,7.2%,2.9%,3.1,29.3%,9.3%
2022 BJK Cup Finals F: SUI vs AUS RR,W vs Hunter,30,31,1.0,15.5%,16.0%,22,26,0.8,12.4%,14.6%,9.6%,2.8%,0.7,16.5%,24.7%
2022 BJK Cup Finals RR: SUI vs ITA RR,W vs Cocciaretto,15,50,0.3,6.1%,20.3%,10,46,0.2,4.2%,19.5%,3.4%,0.8%,0.3,9.8%,28.0%
2022 Guadalajara 2 R64,L vs Andreescu,8,26,0.3,7.5%,24.3%,3,23,0.1,3.1%,24.0%,3.1%,0.0%,0.5,12.1%,26.2%
2022 US Open R128,L vs Zhang,17,27,0.6,15.3%,24.3%,14,19,0.7,14.4%,19.6%,8.2%,5.2%,1.7,15.3%,9.0%
2022 Toronto R16,L vs Halep,8,34,0.2,6.5%,27.4%,8,31,0.3,7.0%,27.0%,3.5%,3.5%,0.6,10.5%,16.9%
2022 Wimbledon R128,L vs Tomljanovic,17,34,0.5,13.6%,27.2%,10,29,0.3,9.1%,26.4%,6.4%,2.7%,0.8,14.4%,18.4%
2022 Roland Garros R32,W vs Azarenka,55,70,0.8,22.0%,28.0%,54,65,0.8,22.7%,27.3%,12.6%,10.1%,0.7,14.0%,18.8%
2022 Madrid QF,W vs Kalinina,17,14,1.2,15.0%,12.4%,13,12,1.1,12.5%,11.5%,8.7%,2.9%,0.3,7.1%,23.0%
2022 Doha R16,L vs Sabalenka,13,14,0.9,13.3%,14.3%,11,14,0.8,11.6%,14.7%,6.3%,4.2%,2.9,26.5%,9.2%
2022 St. Petersburg R32,L vs Kontaveit,19,31,0.6,10.6%,17.3%,18,28,0.6,11.0%,17.1%,7.9%,3.0%,0.7,17.3%,25.1%
2021 BJK Cup Finals F: RTF vs SUI RR,L vs Kasatkina,15,27,0.6,13.8%,24.8%,14,26,0.5,13.2%,24.5%,8.5%,4.7%,0.4,4.6%,12.8%
2021 US Open R64,L vs Kontaveit,19,14,1.4,16.7%,12.3%,18,12,1.5,16.8%,11.2%,13.1%,2.8%,2.9,17.5%,6.1%
2021 US Open R128,W vs Bucsa,16,31,0.5,13.4%,26.1%,11,31,0.4,9.8%,27.7%,6.3%,1.8%,0.4,13.4%,30.3%
Career (46 matches),,884,1447,0.6,13.4%,21.9%,783,1315,0.6,12.8%,21.4%,8.2%,3.6%,0.7,14.2%,20.8%
