Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Iasi F,L vs Begu,75.9%,39.0%,5.6%,0/3,2.45,2.1%,76.7%,34.8%,0.0%,2.50,2.9%,81.8%,44.4%,13.6%,2.32,0.0%
2025 Mumbai F,W vs Sawangkaew,45.9%,60.7%,3.3%,1/1,2.58,7.7%,91.3%,61.9%,4.3%,2.44,9.1%,70.0%,57.1%,10.0%,3.28,0.0%
2023 Bad Homburg R16,L vs Swiatek,76.8%,39.5%,1.8%,0/1,2.19,10.0%,71.4%,30.0%,0.0%,2.29,16.7%,92.9%,61.5%,7.1%,2.03,0.0%
2023 Roland Garros R128,L vs Errani,82.1%,50.7%,4.8%,3/1,2.22,12.0%,85.2%,42.3%,1.6%,2.18,15.8%,81.0%,76.5%,14.3%,2.26,8.1%
2023 Charleston R64,L vs Fruhvirtova,74.7%,47.7%,3.4%,1/2,2.60,5.1%,80.0%,38.6%,1.8%,2.48,2.7%,91.3%,66.7%,8.7%,2.80,9.1%
2023 Miami R128,L vs Muchova,54.1%,35.0%,5.4%,1/1,2.19,13.8%,60.0%,33.3%,5.0%,2.15,30.8%,50.0%,37.5%,6.3%,2.22,0.0%
2022 BJK Cup Finals F,W vs Hunter,82.8%,51.9%,6.5%,5/1,2.43,1.3%,89.6%,50.0%,4.5%,2.51,2.0%,73.9%,58.8%,13.0%,2.28,0.0%
2022 BJK Cup Finals RR,W vs Cocciaretto,86.8%,53.4%,2.9%,2/2,2.15,3.6%,85.4%,52.3%,2.9%,2.01,5.7%,90.9%,56.7%,3.0%,2.38,0.0%
2022 Guadalajara R64,L vs Andreescu,67.9%,50.0%,3.8%,2/0,2.29,5.9%,77.4%,50.0%,0.0%,2.33,10.5%,63.2%,50.0%,10.5%,2.23,0.0%
2022 Toronto R16,L vs Halep,73.2%,29.3%,3.6%,0/2,2.45,1.9%,79.5%,22.6%,0.0%,2.35,2.6%,76.9%,50.0%,15.4%,2.71,0.0%
2022 Roland Garros R32,W vs Azarenka,90.9%,43.6%,1.7%,0/2,2.48,3.7%,95.8%,47.3%,1.1%,2.58,6.2%,86.4%,26.3%,4.5%,2.33,0.0%
2022 Madrid QF,W vs Kalinina,80.8%,59.5%,7.7%,1/3,2.51,5.0%,84.8%,60.7%,9.1%,2.43,7.7%,82.4%,57.1%,5.9%,2.66,0.0%
2022 Doha R16,L vs Sabalenka,76.3%,41.4%,21.1%,2/6,2.45,0.0%,75.0%,42.9%,14.3%,2.46,0.0%,80.0%,37.5%,40.0%,2.43,0.0%
2022 St Petersburg R32,L vs Kontaveit,66.3%,49.2%,7.4%,2/5,2.43,1.7%,70.0%,45.2%,5.0%,2.36,3.6%,75.0%,57.1%,14.3%,2.49,0.0%
2021 BJK Cup Finals RR,L vs Kasatkina,68.6%,48.6%,5.9%,1/2,2.80,5.7%,68.4%,42.3%,5.3%,2.89,9.1%,75.0%,66.7%,8.3%,2.67,0.0%
2021 US Open R128,W vs Bucsa,84.9%,57.8%,3.8%,1/1,2.19,8.9%,94.3%,60.6%,2.9%,2.34,22.2%,75.0%,50.0%,6.3%,2.08,0.0%
2021 Cincinnati F,L vs Barty,58.1%,44.0%,2.3%,1/0,2.14,67.3%,42.9%,33.3%,4.8%,2.19,70.0%,80.0%,50.0%,0.0%,2.06,63.2%
2021 Madrid R64,W vs Svitolina,80.8%,55.0%,9.1%,4/5,2.61,2.0%,76.6%,51.0%,6.3%,2.68,2.9%,91.2%,61.3%,14.7%,2.45,0.0%
2021 Dubai SF,L vs Krejcikova,80.5%,42.4%,1.2%,1/0,2.17,0.0%,82.5%,34.0%,0.0%,2.08,0.0%,86.4%,63.2%,4.5%,2.37,0.0%
2021 Adelaide SF,L vs Swiatek,67.3%,37.1%,5.8%,0/3,2.43,12.5%,68.6%,33.3%,2.9%,1.99,26.3%,73.3%,45.5%,13.3%,2.83,0.0%
Last 52 Weeks (1 matches),,75.9%,39.0%,5.6%,0.0%,2.45,2.1%,76.7%,34.8%,0.0%,2.50,2.9%,81.8%,44.4%,13.6%,2.32,0.0%
Career (38 matches),,76.9%,49.5%,4.7%,49.6%,2.41,6.4%,79.5%,46.6%,3.8%,2.40,8.8%,83.4%,55.4%,7.5%,2.42,2.5%
