Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,19,8,11,42.1%,18-25,41.9%,181-221,45.0%,3-1,75.0%,17,63.6%,27.7%,3.0%,4.5%,65.5%,61.0%,44.4%,55.3%,41.1%,48.1%,0.92,F (Iasi)
2024,4,2,2,50.0%,5-4,55.6%,37-37,50.0%,1-0,100.0%,4,52.8%,45.9%,0.9%,5.0%,63.0%,59.4%,40.7%,52.5%,49.4%,50.8%,1.04,QF (Merida)
2023,29,10,19,34.5%,30-41,42.3%,305-348,46.7%,2-4,33.3%,29,61.0%,32.4%,3.3%,5.0%,59.6%,63.1%,44.1%,55.4%,42.1%,48.8%,0.94,R16 (6x)
2022,42,21,21,50.0%,48-48,50.0%,477-470,50.4%,7-10,41.2%,40,64.8%,34.6%,3.1%,5.0%,60.2%,62.9%,45.4%,56.0%,43.3%,49.7%,0.98,SF (Madrid)
2021,45,24,21,53.3%,53-43,55.2%,452-430,51.2%,4-4,50.0%,42,66.7%,34.8%,3.4%,5.0%,59.7%,63.5%,46.9%,56.8%,43.8%,50.3%,1.01,F (Cincinnati)
2020,23,11,12,47.8%,27-22,55.1%,243-222,52.3%,2-1,66.7%,22,65.2%,39.1%,3.9%,3.8%,63.3%,62.2%,49.4%,57.5%,45.6%,51.5%,1.07,F (Lexington)
2019,25,14,11,56.0%,31-25,55.4%,269-253,51.5%,6-3,66.7%,25,68.3%,34.1%,2.5%,2.5%,65.2%,63.4%,47.6%,57.9%,44.3%,51.2%,1.05,W (2x)
2018,9,3,6,33.3%,8-12,40.0%,95-98,49.2%,0-4,0.0%,9,72.6%,27.7%,4.5%,4.2%,62.2%,66.7%,46.4%,59.0%,39.8%,49.2%,0.97,R16 (2x)
2017,4,1,3,25.0%,2-7,22.2%,26-49,34.7%,0-0,-,4,45.9%,23.7%,3.5%,8.8%,53.5%,56.6%,40.6%,49.1%,37.2%,43.0%,0.73,R32 (3x)
2016,2,1,1,50.0%,2-3,40.0%,24-25,49.0%,0-1,0.0%,2,73.9%,28.0%,4.3%,7.9%,44.5%,69.9%,50.5%,59.1%,42.1%,50.6%,1.03,R16 (Strasbourg)
Career,202,95,107,47.0%,224-230,49.3%,2109-2153,49.5%,25-28,47.2%,194,64.9%,33.7%,3.3%,4.6%,61.3%,63.0%,46.1%,56.4%,43.2%,49.8%,0.99,
