Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,8,4,4,50.0%,9-9,50.0%,74-86,46.3%,1-1,50.0%,8,67.9%,25.0%,4.0%,4.8%,65.3%,61.9%,45.6%,56.3%,40.0%,48.0%,0.91
Clay,10,5,5,50.0%,10-12,45.5%,93-110,45.8%,2-0,100.0%,10,55.6%,35.3%,1.4%,4.6%,66.5%,57.7%,41.3%,52.2%,44.3%,48.2%,0.93
Grass,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-0,-,1,72.7%,9.1%,6.3%,3.2%,63.5%,67.5%,60.9%,65.1%,29.7%,47.2%,0.85
Grand Slams,4,1,3,25.0%,2-6,25.0%,29-45,39.2%,0-0,-,4,56.8%,21.6%,3.2%,3.2%,66.5%,62.6%,39.2%,54.8%,37.1%,45.7%,0.82
Internationals,14,8,6,57.1%,17-15,53.1%,143-152,48.5%,3-1,75.0%,14,63.6%,33.1%,2.7%,4.8%,65.6%,59.8%,45.3%,54.8%,43.5%,49.1%,0.96
Finals,1,0,1,0.0%,0-2,0.0%,5-13,27.8%,0-0,-,1,44.4%,11.1%,0.0%,3.6%,69.6%,51.3%,35.3%,46.4%,33.3%,40.0%,0.62
Semi-finals,1,1,0,100.0%,2-0,100.0%,12-7,63.2%,0-0,-,1,77.8%,50.0%,0.0%,5.8%,65.2%,60.0%,54.2%,58.0%,50.0%,54.2%,1.19
Quarter-finals,3,1,2,33.3%,3-5,37.5%,37-44,45.7%,1-1,50.0%,3,66.7%,25.0%,4.2%,3.4%,73.6%,58.9%,49.3%,56.3%,40.1%,47.7%,0.92
vs Righties,20,8,12,40.0%,18-27,40.0%,182-230,44.2%,2-1,66.7%,18,61.2%,28.4%,2.8%,4.7%,65.6%,59.8%,44.1%,54.4%,41.0%,47.6%,0.90
vs Lefties,1,1,0,100.0%,2-0,100.0%,13-8,61.9%,1-0,100.0%,1,70.0%,50.0%,2.8%,4.2%,69.4%,62.0%,45.5%,56.9%,54.2%,55.6%,1.26
vs Top 10,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,37.5%,12.5%,2.2%,2.2%,60.9%,53.6%,38.9%,47.8%,37.1%,41.7%,0.71
