Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),191,378,140,1651,129,1612,113,1616,175,1439,,,,
2025,123,623,140,1651,134,1612,114,1616,185,1439,1135,29
2024,135,550,152,1627,161,1553,92,1646,174,1440,447,149
2023,147,517,151,1602,134,1580,105,1607,172,1439,,
2022,35,1336,61,1785,61,1730,33,1774,114,1502,,
2021,37,1620,44,1827,43,1798,45,1729,105,1551,,
2020,57,1206,67,1740,74,1683,47,1708,,,168,524
2019,69,855,122,1663,149,1564,69,1677,146,1474,289,254
2018,148,393,137,1618,144,1571,145,1527,,,203,340
2017,139,416,171,1515,209,1377,144,1494,,,319,188
2016,209,252,,,,,,,,,214,314
2015,426,73,,,,,,,,,370,134
2014,560,40,,,,,,,,,457,86
2013,818,21,,,,,,,,,1092,13
