Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2025 Iasi F,L vs Begu,50% (4/8),25% (1/4),0/0,0/0,38% (3/8),1/3,1/2,- (0/0),- (0/0)
2023 Wimbledon R128,L vs Linette,57% (4/7),33% (1/3),0/0,0/0,20% (1/5),0/2,0/1,- (0/0),- (0/0)
2023 Bad Homburg R16,L vs Swiatek,80% (4/5),0% (0/5),0/0,0/0,20% (1/5),0/2,0/1,- (0/0),- (0/0)
2023 Roland Garros R128,L vs Errani,44% (8/18),40% (4/10),1/3,0/0,50% (6/12),2/4,2/3,- (0/0),- (0/0)
2023 Charleston R64,L vs Fruhvirtova,50% (4/8),67% (6/9),1/2,0/0,27% (3/11),1/3,0/1,- (0/0),- (0/0)
2023 Miami R128,L vs Muchova,50% (2/4),0% (0/1),0/0,0/0,29% (2/7),1/3,0/1,- (0/0),- (0/0)
2022 BJK Cup Finals F: SUI vs AUS RR,W vs Hunter,38% (10/26),67% (6/9),2/3,1/1,50% (4/8),2/3,0/0,- (0/0),- (0/0)
2022 BJK Cup Finals RR: SUI vs ITA RR,W vs Cocciaretto,56% (10/18),32% (6/19),2/5,1/3,57% (8/14),1/2,1/1,67% (4/6),50% (3/6)
2022 Guadalajara 2 R64,L vs Andreescu,67% (4/6),50% (2/4),0/0,0/0,29% (2/7),0/2,0/1,- (0/0),- (0/0)
2022 US Open R128,L vs Zhang,63% (5/8),33% (1/3),0/0,0/0,43% (3/7),1/3,0/1,- (0/0),- (0/0)
2022 Toronto R16,L vs Halep,50% (6/12),33% (1/3),0/0,0/0,56% (5/9),0/2,0/1,- (0/0),- (0/0)
2022 Wimbledon R128,L vs Tomljanovic,57% (4/7),25% (1/4),0/0,0/0,76% (13/17),4/6,2/3,- (0/0),- (0/0)
2022 Madrid QF,W vs Kalinina,58% (7/12),71% (5/7),2/4,1/3,40% (2/5),0/0,0/0,- (0/0),- (0/0)
2022 Doha R16,L vs Sabalenka,29% (2/7),50% (1/2),0/0,0/0,45% (5/11),0/2,0/1,- (0/0),- (0/0)
2022 St. Petersburg R32,L vs Kontaveit,50% (9/18),33% (3/9),1/1,0/0,67% (6/9),3/5,3/4,- (0/0),- (0/0)
2021 BJK Cup Finals F: RTF vs SUI RR,L vs Kasatkina,67% (4/6),67% (2/3),0/0,0/0,44% (4/9),0/2,0/1,- (0/0),- (0/0)
2021 US Open R64,L vs Kontaveit,56% (5/9),0% (0/4),0/0,0/0,50% (3/6),1/3,1/2,- (0/0),- (0/0)
2021 US Open R128,W vs Bucsa,58% (7/12),71% (5/7),2/5,1/3,70% (7/10),0/0,0/0,- (0/0),- (0/0)
2021 Cincinnati F,L vs Barty,43% (3/7),50% (1/2),0/0,0/0,64% (9/14),0/2,0/1,- (0/0),- (0/0)
2021 Wimbledon R128,L vs Giorgi,50% (4/8),0% (0/3),0/0,0/0,20% (1/5),0/2,0/1,- (0/0),- (0/0)
2025 (1 matches),,50.0%,25.0%,-,-,37.5%,33.3%,50.0%,-,-
2023 (5 matches),,52.4%,39.3%,40.0%,-,32.5%,28.6%,28.6%,-,-
2022 (9 matches),,50.0%,43.3%,53.8%,42.9%,55.2%,44.0%,50.0%,66.7%,50.0%
2021 (9 matches),,53.3%,31.8%,40.0%,50.0%,56.1%,44.4%,56.3%,50.0%,66.7%
2020 (5 matches),,60.7%,41.3%,54.5%,66.7%,63.8%,62.5%,40.0%,83.3%,40.0%
Career (155 matches),,57.8%,48.0%,58.5%,59.8%,53.8%,47.6%,46.9%,54.4%,41.4%
