Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2006,11,7,4,63.6%,15-9,62.5%,117-94,55.5%,2-0,100.0%,0,,,,,,,,,,,,SF (2x)
2005,11,7,4,63.6%,16-9,64.0%,127-99,56.2%,1-0,100.0%,0,,,,,,,,,,,,SF (2x)
2001,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,0,,,,,,,,,,,,R32 (West Palm 75K)
2000,8,6,2,75.0%,13-6,68.4%,99-75,56.9%,0-0,-,0,,,,,,,,,,,,W (Midland 75K)
1999,15,10,5,66.7%,18-14,56.3%,157-136,53.6%,2-1,66.7%,0,,,,,,,,,,,,F (Mahwah 50K)
1998,22,12,10,54.5%,24-19,55.8%,216-187,53.6%,3-4,42.9%,0,,,,,,,,,,,,W (Rockford 25K)
1997,19,7,12,36.8%,17-22,43.6%,166-169,49.6%,3-3,50.0%,0,,,,,,,,,,,,QF (Monterrey 25K)
1996,25,10,15,40.0%,21-33,38.9%,232-272,46.0%,2-5,28.6%,0,,,,,,,,,,,,QF (4x)
1995,9,2,7,22.2%,5-13,27.8%,66-96,40.7%,1-1,50.0%,0,,,,,,,,,,,,QF (2x)
1994,6,0,6,0.0%,1-12,7.7%,39-75,34.2%,0-0,-,0,,,,,,,,,,,,QF (ITF Port Pirie)
1993,6,0,6,0.0%,2-12,14.3%,48-83,36.6%,0-0,-,0,,,,,,,,,,,,F (3x)
1992,9,0,9,0.0%,3-18,14.3%,77-125,38.1%,1-2,33.3%,0,,,,,,,,,,,,QF (ITF Port Pirie)
1991,5,0,5,0.0%,2-10,16.7%,37-68,35.2%,0-0,-,0,,,,,,,,,,,,F (ITF Nuriootpa)
1990,13,0,13,0.0%,6-24,20.0%,114-168,40.4%,0-2,0.0%,0,,,,,,,,,,,,F (2x)
1989,8,0,8,0.0%,5-14,26.3%,57-97,37.0%,0-2,0.0%,0,,,,,,,,,,,,QF (3x)
1988,2,0,2,0.0%,0-4,0.0%,4-24,14.3%,0-0,-,0,,,,,,,,,,,,QF (ITF Melbourne 2)
Career,170,61,109,35.9%,148-221,40.1%,1561-1780,46.7%,15-20,42.9%,0,,,,,,,,,,,,
