Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,19,Hard,33,14,19,42.4%,5,2,3,40.0%,1990,2008,R16,6,0.87,0.2%,3.6%,72.1%,56.7%,39.2%,51.8%,42.0%,45.0%,46.7%
Roland Garros,16,Clay,25,9,16,36.0%,4,1,3,25.0%,1990,2007,R64,4,0.76,1.3%,4.7%,64.0%,54.3%,36.5%,47.9%,39.5%,51.3%,47.4%
Wimbledon,16,Grass,33,16,17,48.5%,3,1,2,33.3%,1990,2007,R32,6,0.84,1.2%,5.8%,68.4%,58.9%,42.3%,53.6%,39.1%,43.5%,38.8%
US Open,16,Hard,31,14,17,45.2%,6,3,3,50.0%,1991,2007,R32,8,1.00,0.6%,6.7%,62.2%,58.3%,47.9%,54.4%,45.8%,56.8%,51.9%
Olympics,2,,5,3,2,60.0%,1,1,0,100.0%,2000,2004,R16,0,,,,,,,,,,
Fed Cup,9,,26,14,12,53.8%,1,1,0,100.0%,1998,2007,,0,,,,,,,,,,
Birmingham,14,Grass,29,15,14,51.7%,2,1,1,50.0%,1990,2006,SF,3,1.11,1.8%,4.1%,64.4%,74.5%,37.2%,61.2%,43.0%,42.9%,54.5%
Tokyo,9,Carpet,29,16,13,55.2%,3,1,2,33.3%,1997,2007,QF,2,1.00,0.0%,6.2%,69.8%,68.1%,38.8%,59.3%,40.6%,53.8%,28.0%
Amelia Island,10,Clay,15,5,10,33.3%,2,1,1,50.0%,1995,2007,R16,1,0.62,0.0%,2.0%,67.3%,54.5%,25.0%,44.9%,33.9%,37.5%,100.0%
Sydney,9,Hard,11,2,9,18.2%,1,0,1,0.0%,1991,2008,R16,3,0.78,0.0%,1.8%,72.9%,57.9%,51.1%,56.0%,34.4%,33.3%,33.3%
San Diego,8,Hard,17,8,9,47.1%,2,0,2,0.0%,1993,2007,R16,1,0.70,3.3%,1.6%,54.1%,54.5%,35.7%,45.9%,37.7%,64.3%,66.7%
Miami,8,Hard,15,7,8,46.7%,3,1,2,33.3%,2000,2007,R32,1,1.02,0.0%,2.6%,73.7%,58.9%,40.0%,53.9%,47.1%,30.0%,46.2%
