Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,265,120,145,45.3%,267-331,44.6%,2543-2847,47.2%,28-19,59.6%,28,-,-,0.9%,4.0%,68.0%,57.2%,46.8%,53.9%,43.4%,48.5%,0.94
Clay,73,25,48,34.2%,58-104,35.8%,634-831,43.3%,6-6,50.0%,10,-,-,0.7%,3.3%,72.0%,54.5%,36.0%,49.4%,41.0%,45.4%,0.81
Grass,47,22,25,46.8%,50-56,47.2%,485-479,50.3%,0-2,0.0%,9,-,-,1.4%,5.2%,67.0%,64.1%,40.4%,56.3%,40.5%,48.1%,0.93
Carpet,19,6,13,31.6%,16-28,36.4%,181-218,45.4%,0-2,0.0%,2,-,-,0.0%,6.2%,69.8%,68.1%,38.8%,59.3%,40.6%,49.2%,1.00
Grand Slams,80,30,50,37.5%,69-113,37.9%,745-908,45.1%,4-6,40.0%,24,-,-,0.8%,5.4%,66.5%,57.5%,43.1%,52.6%,42.3%,47.5%,0.89
Premiers,126,54,72,42.9%,121-166,42.2%,1219-1404,46.5%,13-12,52.0%,17,-,-,0.6%,2.9%,73.1%,57.7%,43.3%,53.8%,42.0%,47.7%,0.91
Internationals,95,43,52,45.3%,100-120,45.5%,967-1029,48.4%,8-8,50.0%,8,-,-,2.2%,3.2%,66.2%,62.5%,44.1%,56.3%,42.8%,49.4%,0.98
Finals,2,1,1,50.0%,2-2,50.0%,18-19,48.6%,1-0,100.0%,0,,,,,,,,,,,
Semi-finals,4,2,2,50.0%,5-5,50.0%,51-47,52.0%,1-0,100.0%,0,,,,,,,,,,,
Quarter-finals,17,4,13,23.5%,12-28,30.0%,131-208,38.6%,1-0,100.0%,1,-,-,0.0%,6.5%,64.5%,40.0%,27.3%,35.5%,30.4%,32.5%,0.47
vs Righties,342,144,198,42.1%,327-445,42.4%,3268-3736,46.7%,32-27,54.2%,45,-,-,0.9%,4.2%,68.3%,58.5%,43.6%,53.7%,41.6%,47.6%,0.90
vs Lefties,32,13,19,40.6%,28-41,40.6%,270-335,44.6%,1-1,50.0%,4,-,-,1.6%,3.3%,73.8%,57.2%,39.1%,52.5%,51.9%,52.2%,1.09
vs Top 10,46,3,43,6.5%,9-87,9.4%,254-557,31.3%,0-3,0.0%,9,-,-,0.6%,4.0%,63.5%,55.5%,43.7%,51.2%,32.9%,42.0%,0.67
