Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2004,19,10,9,52.6%,23-20,53.5%,218-202,51.9%,3-6,33.3%,19,79.5%,25.2%,4.5%,6.0%,57.7%,69.9%,50.5%,61.7%,40.0%,50.7%,1.05,QF (2x)
2003,33,15,18,45.5%,38-42,47.5%,381-387,49.6%,2-8,20.0%,31,71.1%,27.8%,5.0%,5.3%,54.9%,67.9%,48.6%,59.2%,40.3%,49.8%,0.99,QF (2x)
2002,38,16,22,42.1%,39-50,43.8%,405-427,48.7%,4-7,36.4%,38,71.1%,26.6%,4.3%,5.9%,57.6%,68.0%,47.9%,59.5%,39.3%,49.4%,0.97,F (Sopot)
2001,58,28,30,48.3%,74-72,50.7%,694-685,50.3%,8-10,44.4%,53,73.2%,24.1%,5.4%,6.4%,56.3%,68.7%,48.7%,60.0%,38.1%,49.0%,0.95,QF (5x)
2000,58,34,24,58.6%,82-66,55.4%,742-680,52.2%,7-9,43.8%,56,74.7%,29.3%,4.9%,7.0%,53.2%,71.6%,47.7%,60.4%,40.5%,50.6%,1.02,W (2x)
1999,42,18,24,42.9%,43-57,43.0%,464-494,48.4%,6-10,37.5%,42,70.4%,26.1%,4.6%,4.8%,59.4%,66.2%,47.4%,58.6%,39.0%,48.9%,0.94,W (Munich)
1998,42,21,21,50.0%,54-59,47.8%,531-535,49.8%,3-7,30.0%,36,69.6%,26.9%,3.8%,6.2%,59.7%,66.1%,45.8%,58.0%,39.7%,49.0%,0.94,F (Palermo)
1997,15,6,9,40.0%,15-19,44.1%,153-156,49.5%,0-3,0.0%,15,66.7%,32.7%,3.9%,6.6%,61.8%,66.8%,42.8%,57.6%,42.2%,49.8%,0.99,F (Casablanca)
1996,14,7,7,50.0%,19-15,55.9%,170-159,51.7%,4-2,66.7%,14,69.3%,34.2%,3.7%,5.4%,58.8%,67.8%,44.0%,58.0%,43.4%,50.9%,1.03,QF (Kitzbuhel)
1994,2,1,1,50.0%,2-3,40.0%,21-28,42.9%,1-0,100.0%,2,58.3%,25.0%,4.7%,6.8%,53.4%,65.8%,42.0%,54.7%,35.2%,45.2%,0.78,R16 (Buenos Aires)
Career,321,156,165,48.6%,389-403,49.1%,3779-3753,50.2%,38-62,38.0%,306,72.0%,27.3%,4.6%,6.0%,57.0%,68.3%,47.5%,59.3%,39.8%,49.6%,0.98,
