Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,69,25,44,36.2%,68-107,38.9%,787-903,46.6%,9-16,36.0%,68,72.7%,20.7%,5.7%,7.3%,53.7%,70.4%,46.7%,59.5%,36.6%,48.3%,0.90
Clay,239,129,110,54.0%,312-266,54.0%,2823-2635,51.7%,29-40,42.0%,225,71.6%,30.4%,4.2%,5.5%,58.2%,67.5%,47.9%,59.3%,41.2%,50.2%,1.01
Grass,7,1,6,14.3%,6-19,24.0%,113-141,44.5%,0-6,0.0%,7,78.2%,12.9%,4.8%,5.5%,59.4%,69.5%,47.9%,60.8%,31.7%,46.5%,0.81
Carpet,6,1,5,16.7%,3-11,21.4%,56-74,43.1%,0-0,-,6,68.2%,17.2%,4.2%,9.3%,48.9%,71.2%,44.0%,57.3%,37.2%,47.6%,0.87
Grand Slams,40,17,23,42.5%,64-77,45.4%,662-694,48.8%,5-13,27.8%,40,74.5%,23.6%,5.3%,6.2%,56.2%,69.4%,47.1%,59.6%,37.9%,49.1%,0.94
Masters,52,24,28,46.2%,53-65,44.9%,546-584,48.3%,7-10,41.2%,52,69.7%,26.8%,4.8%,6.0%,56.1%,67.9%,46.5%,58.5%,39.4%,49.1%,0.95
Other Tours,217,105,112,48.4%,243-254,48.9%,2375-2362,50.1%,25-39,39.1%,214,71.9%,28.4%,4.3%,6.0%,57.5%,68.0%,47.8%,59.5%,40.4%,49.9%,1.00
Best of 5,50,25,25,50.0%,90-86,51.1%,847-815,51.0%,6-13,31.6%,41,74.6%,24.0%,5.3%,6.0%,55.9%,69.4%,47.4%,59.7%,38.1%,49.2%,0.95
Best of 3,271,131,140,48.3%,299-317,48.5%,2932-2938,49.9%,32-49,39.5%,265,71.4%,28.1%,4.4%,6.0%,57.3%,68.0%,47.5%,59.2%,40.2%,49.7%,0.99
Finals,6,3,3,50.0%,9-8,52.9%,73-76,49.0%,0-0,-,6,69.3%,28.4%,4.7%,4.7%,55.4%,67.5%,51.5%,60.4%,41.1%,50.2%,1.04
Semi-finals,9,6,3,66.7%,13-9,59.1%,108-97,52.7%,3-0,100.0%,9,73.3%,31.4%,3.6%,5.1%,61.4%,67.0%,49.8%,60.4%,41.3%,50.8%,1.04
Quarter-finals,26,9,17,34.6%,24-37,39.3%,281-320,46.8%,3-6,33.3%,26,64.2%,29.1%,3.5%,4.9%,59.3%,64.3%,45.8%,56.8%,40.8%,48.8%,0.95
vs Righties,281,133,148,47.3%,335-359,48.3%,3307-3324,49.9%,35-57,38.0%,269,71.8%,27.2%,4.6%,6.0%,57.0%,68.3%,47.3%,59.3%,39.8%,49.6%,0.98
vs Lefties,39,22,17,56.4%,52-44,54.2%,460-428,51.8%,3-5,37.5%,37,73.4%,27.6%,4.4%,6.3%,56.7%,67.9%,49.0%,59.7%,39.3%,49.6%,0.98
vs Top 10,29,6,23,20.7%,20-51,28.2%,287-390,42.4%,3-6,33.3%,28,63.4%,20.8%,4.8%,6.0%,58.1%,64.2%,43.2%,55.4%,36.9%,46.5%,0.83
