Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2005,21,13,8,61.9%,27-21,56.3%,232-226,50.7%,5-2,71.4%,0,,,,,,,,,,,,SF (2x)
2004,16,9,7,56.3%,22-18,55.0%,191-168,53.2%,1-2,33.3%,0,,,,,,,,,,,,QF (3x)
2003,7,2,5,28.6%,5-10,33.3%,66-75,46.8%,0-1,0.0%,0,,,,,,,,,,,,QF (Prague)
2002,9,6,3,66.7%,13-7,65.0%,103-79,56.6%,1-0,100.0%,0,,,,,,,,,,,,W (Sao Paulo3)
2001,3,2,1,66.7%,4-3,57.1%,32-30,51.6%,0-1,0.0%,0,,,,,,,,,,,,QF (Braunschweig)
2000,5,4,1,80.0%,9-4,69.2%,69-57,54.8%,1-0,100.0%,0,,,,,,,,,,,,F (Braunschweig)
1998,27,20,7,74.1%,38-17,69.1%,284-208,57.7%,0-2,0.0%,0,,,,,,,,,,,,W (Braunschweig)
1997,40,26,14,65.0%,55-32,63.2%,423-334,55.9%,3-5,37.5%,0,,,,,,,,,,,,W (2x)
1996,22,11,11,50.0%,24-21,53.3%,214-185,53.6%,0-4,0.0%,0,,,,,,,,,,,,F (Santiago)
1995,7,2,5,28.6%,6-8,42.9%,62-64,49.2%,0-3,0.0%,0,,,,,,,,,,,,R16 (2x)
1994,3,1,2,33.3%,2-3,40.0%,18-25,41.9%,1-1,50.0%,0,,,,,,,,,,,,R16 (Campos Do Jordao)
1993,3,1,2,33.3%,2-4,33.3%,23-30,43.4%,0-0,-,0,,,,,,,,,,,,R16 (Punta Del Este)
Career,163,97,66,59.5%,207-148,58.3%,1717-1481,53.7%,12-21,36.4%,0,,,,,,,,,,,,
