Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,11,5,6,45.5%,4,2,2,50.0%,1998,2003,R32,11,0.94,7.2%,7.9%,55.0%,72.3%,44.0%,59.6%,38.0%,66.0%,46.5%
Roland Garros,9,Clay,22,13,9,59.1%,7,4,3,57.1%,1996,2005,SF,17,1.03,4.4%,4.5%,56.9%,67.6%,48.4%,59.3%,41.7%,64.0%,36.7%
Wimbledon,6,Grass,7,1,6,14.3%,6,0,6,0.0%,1998,2003,R64,7,0.81,4.8%,5.5%,59.4%,69.5%,47.9%,60.8%,31.7%,65.4%,26.7%
US Open,7,Hard,12,5,7,41.7%,7,3,4,42.9%,1998,2005,R64,5,0.82,4.6%,8.9%,51.1%,67.3%,49.8%,58.8%,34.0%,61.5%,25.0%
Olympics,1,,1,0,1,0.0%,1,0,1,0.0%,2000,2000,R64,0,,,,,,,,,,
Davis Cup,3,,12,10,2,83.3%,1,1,0,100.0%,1998,2001,,0,,,,,,,,,,
Kitzbuhel,7,Clay,16,9,7,56.3%,6,2,4,33.3%,1996,2004,SF,16,1.04,4.3%,5.4%,58.1%,69.3%,48.9%,60.7%,40.6%,60.7%,36.9%
Miami Masters,6,Hard,12,6,6,50.0%,5,2,3,40.0%,1999,2004,R16,12,0.95,5.9%,5.9%,54.5%,70.4%,47.3%,59.9%,38.2%,53.7%,43.2%
Palermo,5,Clay,13,8,5,61.5%,3,2,1,66.7%,1998,2003,F,12,1.02,4.6%,4.3%,58.4%,63.8%,48.9%,57.6%,43.1%,51.7%,45.7%
Buenos Aires,5,Clay,12,7,5,58.3%,4,3,1,75.0%,1994,2004,QF,12,1.02,3.5%,5.1%,59.6%,68.9%,46.8%,60.0%,40.8%,53.9%,42.2%
Barcelona,5,Clay,10,5,5,50.0%,2,1,1,50.0%,1999,2003,R16,10,1.01,4.3%,5.1%,58.4%,67.3%,48.3%,59.4%,41.1%,50.8%,51.7%
Munich,4,Clay,14,12,2,85.7%,4,2,2,50.0%,1999,2002,W,14,1.26,4.7%,4.5%,60.0%,73.6%,50.9%,64.5%,44.8%,66.2%,41.9%
