Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
30-Mar-2026,Houston,Clay,R32,83,164,Tirante vs (WC) Colton Smith [USA],,,,,,,,,
18-Mar-2026,Miami Masters,Hard,R64,81,19,(18) Francisco Cerundolo [ARG] d. (LL) Tirante,6-4 6-2,0.73,9.3%,1.9%,59.3%,56.3%,40.9%,2/7,1:24
18-Mar-2026,Miami Masters,Hard,R128,81,69,(LL) Tirante d. Valentin Royer [FRA],7-5 6-7(9) 7-6(5),1.21,12.8%,2.6%,70.9%,75.9%,55.9%,4/6,3:24
18-Mar-2026,Miami Masters,Hard,Q2,81,151,Martin Landaluce [ESP] d. (3) Tirante,3-6 7-5 6-4,1.08,9.8%,4.9%,56.1%,82.6%,47.2%,3/6,2:33
18-Mar-2026,Miami Masters,Hard,Q1,81,259,(3) Tirante d. (WC) Diego Dedura Palomero [GER],6-2 6-3,1.70,14.0%,0.0%,52.0%,80.8%,62.5%,3/3,1:12
04-Mar-2026,Indian Wells Masters,Hard,Q2,74,114,(13) Francesco Maestrelli [ITA] d. (3) Tirante,7-6(5) 6-4,1.09,13.8%,1.7%,62.1%,80.6%,63.6%,0/2,1:36
04-Mar-2026,Indian Wells Masters,Hard,Q1,74,,(3) Tirante d. (WC) Izyan Ahmad [USA],6-1 6-2,2.71,15.0%,5.0%,60.0%,87.5%,68.8%,0/0,1:08
23-Feb-2026,Santiago,Clay,R16,76,42,(8) Alejandro Tabilo [CHI] d. Tirante,4-6 6-3 6-3,0.71,6.4%,5.3%,61.7%,69.0%,44.4%,8/12,2:07
23-Feb-2026,Santiago,Clay,R32,76,66,Tirante d. Ignacio Buse [PER],2-6 7-6(0) 7-6(2),1.01,12.7%,5.9%,59.8%,72.1%,46.3%,2/7,2:54
16-Feb-2026,Rio de Janeiro,Clay,QF,92,68,Alejandro Tabilo [CHI] d. Tirante,7-6(2) 6-7(6) 6-1,0.72,11.3%,0.9%,60.4%,68.8%,50.0%,4/8,2:52
16-Feb-2026,Rio de Janeiro,Clay,R16,92,19,Tirante d. (1) Francisco Cerundolo [ARG],6-2 3-1 RET,1.85,18.9%,0.0%,64.9%,79.2%,61.5%,1/1,1:13
16-Feb-2026,Rio de Janeiro,Clay,R32,92,89,Tirante d. Cristian Garin [CHI],7-5 6-3,1.23,17.4%,0.0%,55.1%,71.1%,54.8%,5/7,1:53
07-Feb-2026,Davis Cup QLS R1: KOR vs ARG,Hard,RR,95,392,Tirante d. Hyeon Chung [KOR],2-6 7-5 7-6(5),,,,,,,,
07-Feb-2026,Davis Cup QLS R1: KOR vs ARG,Hard,RR,95,343,Soon Woo Kwon [KOR] d. Tirante,6-4 4-6 6-3,,,,,,,,
27-Jan-2026,Manama CH,Hard,QF,103,76,(2) Mattia Bellucci [ITA] d. (6) Tirante,6-4 6-4,0.43,11.6%,2.9%,62.3%,69.8%,42.3%,4/6,1:33
27-Jan-2026,Manama CH,Hard,R16,103,245,(6) Tirante d. Joel Schwaerzler [AUT],3-6 6-2 6-3,1.40,11.3%,0.0%,58.8%,70.2%,66.7%,5/7,2:08
27-Jan-2026,Manama CH,Hard,R32,103,256,(6) Tirante d. Geoffrey Blancaneaux [FRA],6-3 6-3,1.64,14.8%,3.7%,63.0%,82.4%,55.0%,1/1,1:39
19-Jan-2026,Australian Open,Hard,R64,103,20,(19) Tommy Paul [USA] d. Tirante,6-3 6-4 6-2,0.60,14.1%,3.5%,56.5%,75.0%,29.7%,6/10,2:02
19-Jan-2026,Australian Open,Hard,R128,103,78,Tirante d. Aleksandar Vukic [AUS],7-5 6-2 6-2,2.27,28.2%,2.8%,57.7%,85.4%,73.3%,0/0,1:50
12-Jan-2026,Adelaide,Hard,Q2,102,336,(Alt) Andrea Vavassori [ITA] d. Tirante,6-2 6-3,0.69,10.6%,2.1%,59.6%,60.7%,47.4%,3/6,1:23
12-Jan-2026,Adelaide,Hard,Q1,102,73,Tirante d. (1) Jesper De Jong [NED],3-6 6-1 6-3,1.28,9.6%,4.1%,52.1%,76.3%,51.4%,1/3,2:04
