Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,7,3,4,42.9%,8-11,42.1%,93-103,47.4%,2-2,50.0%,5,76.9%,19.7%,14.2%,4.2%,58.7%,74.2%,48.8%,63.7%,35.9%,49.2%,0.99
Clay,9,4,5,44.4%,10-10,50.0%,98-101,49.2%,3-1,75.0%,8,77.8%,21.0%,10.1%,2.9%,60.3%,70.7%,49.8%,62.4%,36.8%,49.6%,0.98
Grand Slams,3,1,2,33.3%,4-6,40.0%,46-49,48.4%,0-0,-,3,83.0%,14.6%,11.8%,2.3%,58.6%,70.8%,52.4%,63.2%,35.6%,49.3%,0.97
Masters,3,1,2,33.3%,2-5,28.6%,36-43,45.6%,1-2,33.3%,3,71.1%,21.1%,10.2%,4.9%,59.8%,70.7%,48.5%,61.8%,35.8%,48.2%,0.94
Other Tours,8,4,4,50.0%,9-7,56.3%,80-79,50.3%,3-1,75.0%,7,77.2%,23.8%,12.3%,3.4%,60.3%,73.4%,48.0%,63.3%,37.3%,50.1%,1.02
Best of 5,3,1,2,33.3%,4-6,40.0%,46-49,48.4%,0-0,-,3,83.0%,14.6%,11.8%,2.3%,58.6%,70.8%,52.4%,63.2%,35.6%,49.3%,0.97
Best of 3,13,6,7,46.2%,14-15,48.3%,145-155,48.3%,5-3,62.5%,10,75.2%,22.9%,11.6%,3.9%,60.1%,72.5%,48.2%,62.8%,36.8%,49.5%,0.99
Quarter-finals,1,0,1,0.0%,1-2,33.3%,14-19,42.4%,1-1,50.0%,1,73.3%,12.5%,11.3%,0.9%,60.4%,68.8%,50.0%,61.3%,27.8%,45.3%,0.72
vs Righties,13,7,6,53.8%,16-17,48.5%,165-169,49.4%,4-2,66.7%,11,78.5%,22.1%,12.3%,3.5%,59.4%,72.8%,49.9%,63.5%,38.0%,50.2%,1.04
vs Lefties,2,0,2,0.0%,2-4,33.3%,26-35,42.6%,1-1,50.0%,2,72.4%,13.3%,9.0%,3.0%,61.0%,68.9%,47.4%,60.5%,28.2%,45.7%,0.71
