Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,10,5,5,50.0%,6,3,3,50.0%,2022,2026,R64,10,0.97,8.9%,4.9%,60.7%,72.3%,50.2%,63.6%,35.2%,67.6%,36.8%
Roland Garros,4,Clay,12,7,5,58.3%,2,0,2,0.0%,2022,2025,R64,12,1.04,4.5%,1.6%,69.4%,65.9%,57.5%,63.4%,38.3%,62.1%,38.3%
Wimbledon,4,Grass,6,2,4,33.3%,2,0,2,0.0%,2022,2025,Q2,6,0.78,11.4%,3.6%,65.5%,68.8%,40.9%,59.2%,32.0%,67.3%,37.9%
US Open,4,Hard,8,4,4,50.0%,2,1,1,50.0%,2022,2025,Q3,8,1.00,9.9%,3.2%,58.9%,71.5%,52.3%,63.6%,36.2%,68.6%,32.6%
Davis Cup,1,,2,1,1,50.0%,1,1,0,100.0%,2026,2026,,0,,,,,,,,,,
Miami Masters,3,Hard,9,5,4,55.6%,5,2,3,40.0%,2022,2026,R64,9,1.18,11.7%,1.9%,62.8%,75.4%,56.0%,68.1%,37.7%,59.1%,43.5%
Santiago,3,Clay,6,3,3,50.0%,5,5,0,100.0%,2024,2026,R16,6,0.94,6.2%,4.3%,66.1%,70.2%,52.9%,64.3%,33.5%,53.8%,35.3%
Rio de Janeiro,2,Clay,4,2,2,50.0%,2,1,1,50.0%,2025,2026,QF,4,0.94,12.4%,1.1%,58.0%,69.8%,50.4%,61.7%,36.2%,60.9%,40.9%
Kitzbuhel,2,Clay,4,2,2,50.0%,0,0,0,-,2024,2025,R16,4,1.20,10.8%,4.1%,61.9%,79.2%,50.0%,68.0%,38.5%,25.0%,38.1%
Rome Masters,2,Clay,2,0,2,0.0%,3,0,3,0.0%,2024,2025,Q1,2,0.89,5.7%,3.8%,61.1%,68.8%,49.2%,61.1%,34.7%,33.3%,23.1%
Madrid Masters,2,Clay,3,1,2,33.3%,1,0,1,0.0%,2024,2025,Q2,3,1.02,3.7%,1.6%,78.4%,65.8%,53.7%,63.2%,37.7%,61.1%,21.7%
