Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Australian Open R64,L vs Gauff,3.8,4.5,2.9,50.7%,13.0%,50.0%,25.0%,66.3%,13.8%,-3.5,-3.3,-12.0,-24.0
2026 Australian Open R128,W vs Williams,3.1,3.0,3.2,52.5%,57.5%,63.6%,16.7%,52.5%,7.1%,9.5,8.2,6.5,6.4
2025 Osaka QF,L vs Valentova,3.2,3.6,2.8,46.5%,40.4%,45.5%,33.3%,51.3%,16.5%,-0.5,-0.5,-9.5,-11.9
2025 Osaka R32,W vs Hibino,3.5,3.5,3.6,50.5%,59.0%,28.6%,40.0%,47.5%,12.1%,8.0,8.8,15.0,16.3
2025 Wuhan R64,L vs Tauson,3.0,3.2,2.7,44.7%,42.4%,50.0%,33.3%,49.4%,16.5%,-3.0,-3.8,-12.0,-16.7
2025 Cincinnati R64,L vs Raducanu,3.3,3.8,2.5,36.8%,37.5%,62.5%,37.5%,61.5%,14.0%,0.0,0.0,-2.5,-5.8
2025 Montreal R64,L vs Kudermetova,2.8,2.9,2.7,38.3%,40.0%,77.8%,100.0%,57.7%,17.0%,-1.5,-2.5,4.5,11.5
2025 Roland Garros R32,L vs Sabalenka,3.2,2.8,3.6,44.3%,41.9%,33.3%,100.0%,51.4%,17.1%,-0.5,-0.7,15.5,26.7
2025 Madrid R128,W vs Azarenka,4.3,4.4,4.2,60.3%,54.5%,57.1%,50.0%,47.3%,10.3%,12.0,14.1,7.0,8.0
2025 Rouen F,L vs Svitolina,4.0,4.4,3.7,47.7%,42.9%,47.6%,50.0%,53.2%,11.9%,21.0,16.3,-1.0,-1.0
2025 Rouen SF,W vs Lamens,4.7,5.9,3.6,52.4%,48.0%,77.8%,37.5%,48.9%,10.2%,14.5,13.6,8.0,7.5
2025 Rouen R16,W vs Fruhvirtova,5.0,5.1,4.7,48.1%,54.5%,70.8%,39.3%,65.5%,15.7%,23.0,9.8,3.5,3.3
2025 Cluj Napoca R32,W vs Parks,3.0,3.6,2.2,53.7%,71.4%,45.5%,0.0%,50.0%,26.9%,3.5,5.5,-0.5,-1.0
2025 Australian Open R16,L vs Badosa,3.9,4.5,3.4,39.7%,41.4%,45.5%,60.0%,65.7%,8.6%,16.5,15.3,-0.5,-0.9
2025 Australian Open R32,W vs Pegula,4.9,4.9,4.9,58.9%,51.7%,51.9%,57.1%,47.9%,11.7%,8.0,6.8,1.0,0.8
2025 Australian Open R64,W vs Samsonova,3.2,2.6,3.6,60.0%,65.6%,75.0%,50.0%,41.2%,17.1%,0.0,0.0,19.5,33.6
2025 Hobart R32,L vs Joint,4.2,3.9,4.5,48.5%,57.1%,10.5%,44.4%,57.4%,14.9%,-9.5,-8.2,2.5,3.4
2024 Guangzhou F,W vs Dolehide,3.5,3.6,3.5,53.7%,70.4%,66.7%,50.0%,54.9%,7.2%,17.5,21.1,10.0,15.9
2024 ITF Iasi QF,W vs Bondar,4.2,4.9,3.5,51.5%,48.6%,84.2%,36.4%,56.7%,10.0%,15.5,12.8,6.5,7.2
2024 Budapest R32,L vs Bondar,3.6,3.8,3.3,45.8%,50.0%,36.4%,40.0%,59.8%,8.9%,-1.5,-1.2,-1.5,-1.8
Last 52 Weeks (12 matches),,3.7,3.9,3.4,47.6%,45.8%,57.1%,39.4%,54.7%,13.1%,6.6,6.3,1.9,2.4
Career (38 matches),,3.9,4.0,3.7,50.0%,48.4%,50.3%,47.2%,55.3%,12.7%,7.1,6.1,2.2,2.6
