Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,5,5,0,100.0%,9-0,100.0%,54-15,78.3%,0-0,-,5,85.3%,71.4%,1.9%,2.9%,72.3%,66.4%,64.9%,66.0%,59.3%,62.4%,1.75,W (Antalya 125 2)
2024,24,17,7,70.8%,34-18,65.4%,265-213,55.4%,6-1,85.7%,15,69.9%,42.2%,3.0%,8.0%,60.3%,65.0%,47.2%,57.9%,47.0%,52.4%,1.12,W (W100 Cornella de Llobregat)
2023,17,14,3,82.4%,29-9,76.3%,195-133,59.5%,3-0,100.0%,4,75.0%,28.2%,7.6%,5.2%,65.2%,71.8%,47.1%,63.2%,42.6%,53.0%,1.16,W (2x)
2022,14,6,8,42.9%,13-15,46.4%,128-130,49.6%,1-1,50.0%,10,61.0%,34.3%,4.3%,6.9%,61.1%,60.1%,46.9%,55.0%,44.5%,49.4%,0.99,QF (2x)
2021,8,4,4,50.0%,10-10,50.0%,97-99,49.5%,2-1,66.7%,2,48.0%,37.5%,1.2%,8.4%,56.0%,59.1%,34.2%,48.2%,44.8%,46.6%,0.86,SF (W60+H La Bisbal D'Emporda)
2020,11,7,4,63.6%,16-10,61.5%,131-112,53.9%,0-1,0.0%,6,71.6%,41.8%,4.6%,4.8%,59.0%,65.9%,51.4%,60.0%,46.2%,53.0%,1.15,QF (2x)
2019,34,21,13,61.8%,47-28,62.7%,384-294,56.6%,5-5,50.0%,8,70.7%,33.0%,4.5%,6.4%,54.5%,69.6%,48.6%,60.0%,43.0%,51.7%,1.08,W (W60 Montreux)
2018,19,12,7,63.2%,28-20,58.3%,231-210,52.4%,2-1,66.7%,1,42.9%,35.7%,2.3%,8.0%,48.3%,52.4%,44.4%,48.3%,40.5%,44.6%,0.78,W (Santa Margherita Di Pula $25K)
2017,28,20,8,71.4%,42-18,70.0%,330-221,59.9%,2-5,28.6%,2,66.7%,45.0%,4.8%,4.0%,51.6%,72.3%,44.3%,58.7%,43.9%,51.2%,1.06,W (Antalya $15K)
2016,5,5,0,100.0%,10-0,100.0%,62-26,70.5%,1-0,100.0%,0,,,,,,,,,,,,W (Antalya $10K)
2015,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,0,,,,,,,,,,,,R32 (Prokuplje $10K)
Career,166,111,55,66.9%,238-130,64.7%,1884-1465,56.3%,22-15,59.5%,53,68.2%,39.7%,3.9%,6.5%,59.5%,65.3%,47.8%,58.2%,45.9%,51.9%,1.10,
