Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Australian Open R64,L vs Gauff,0.0%,-,9.6%,54.5%,8.7%,13.0%,0.0%,0.0%,0.0%,2.9%,0.0%,96,56
2026 Australian Open R128,W vs Williams,0.0%,-,6.6%,92.3%,19.6%,36.8%,0.0%,7.7%,18.2%,0.0%,-,107,83
2025 Osaka QF,L vs Valentova,1.3%,100.0%,13.1%,42.9%,11.8%,27.8%,0.0%,7.1%,20.0%,1.5%,0.0%,108,61
2025 Osaka R32,W vs Hibino,1.4%,100.0%,7.5%,36.4%,19.8%,24.0%,0.0%,18.8%,20.0%,0.5%,100.0%,77,63
2025 Wuhan R64,L vs Tauson,1.1%,100.0%,4.6%,71.4%,19.7%,40.0%,23.1%,9.6%,9.1%,1.1%,50.0%,155,139
2025 Cincinnati R64,L vs Raducanu,1.5%,0.0%,9.3%,70.0%,11.9%,30.0%,0.0%,5.9%,20.0%,3.1%,25.0%,78,69
2025 Montreal R64,L vs Kudermetova,0.0%,-,5.4%,66.7%,16.3%,18.8%,40.0%,24.0%,0.0%,2.7%,0.0%,61,83
2025 Roland Garros R32,L vs Sabalenka,0.0%,-,6.1%,57.1%,21.2%,53.3%,33.3%,18.8%,20.0%,2.8%,0.0%,97,95
2025 Madrid R128,W vs Azarenka,0.0%,-,2.9%,66.7%,14.7%,25.0%,0.0%,9.0%,60.0%,0.5%,100.0%,-49,-23
2025 Rouen F,L vs Svitolina,0.0%,-,10.1%,68.8%,24.8%,40.6%,12.5%,8.8%,30.0%,0.8%,0.0%,90,53
2025 Rouen SF,W vs Lamens,0.0%,-,12.3%,66.7%,14.9%,33.3%,0.0%,13.3%,18.2%,1.7%,0.0%,-56,-75
2025 Rouen R16,W vs Fruhvirtova,0.0%,-,15.3%,70.4%,14.1%,25.5%,0.0%,11.4%,25.0%,2.4%,55.6%,37,20
2025 Cluj Napoca R32,W vs Parks,0.0%,-,4.8%,66.7%,7.7%,7.7%,0.0%,6.1%,0.0%,1.5%,0.0%,-59,-18
2025 Australian Open R16,L vs Badosa,0.0%,-,8.0%,44.4%,20.2%,26.7%,0.0%,12.2%,37.5%,0.6%,0.0%,26,-21
2025 Australian Open R32,W vs Pegula,0.0%,-,10.3%,84.6%,12.3%,17.4%,8.3%,7.4%,30.8%,1.1%,33.3%,8,9
2025 Australian Open R64,W vs Samsonova,0.0%,-,2.2%,100.0%,14.7%,14.3%,25.0%,34.5%,37.5%,1.7%,50.0%,13,59
2025 Hobart R32,L vs Joint,0.0%,-,7.7%,66.7%,10.3%,9.1%,20.0%,13.2%,11.1%,1.0%,50.0%,22,32
2024 Guangzhou F,W vs Dolehide,0.0%,-,7.2%,62.5%,21.8%,40.0%,0.0%,20.5%,33.3%,1.3%,0.0%,86,66
2024 ITF Iasi QF,W vs Bondar,1.6%,100.0%,14.1%,73.7%,15.2%,20.0%,9.1%,12.9%,0.0%,2.2%,0.0%,42,34
2024 Budapest R32,L vs Bondar,0.0%,-,6.3%,80.0%,11.4%,11.8%,0.0%,7.7%,0.0%,1.3%,33.3%,20,51
Last 52 Weeks (12 matches),,0.5%,75.0%,8.8%,63.3%,16.3%,29.8%,6.7%,11.0%,20.0%,1.6%,23.7%,63,49
Career (38 matches),,0.3%,87.5%,9.0%,65.4%,14.5%,23.4%,7.4%,10.0%,18.2%,1.3%,22.9%,39,38
