Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,19,8,11,42.1%,20-25,44.4%,202-225,47.3%,2-3,40.0%,19,65.6%,29.0%,4.5%,4.1%,63.9%,60.8%,47.8%,56.1%,39.9%,48.4%,0.91
Clay,12,8,4,66.7%,16-13,55.2%,142-130,52.2%,1-1,50.0%,12,68.7%,36.7%,3.4%,4.6%,64.2%,63.6%,46.2%,57.3%,43.7%,50.6%,1.02
Grass,4,1,3,25.0%,2-6,25.0%,40-45,47.1%,0-3,0.0%,4,80.5%,17.1%,6.2%,7.8%,63.0%,70.1%,43.0%,60.1%,36.4%,48.6%,0.91
Grand Slams,8,4,4,50.0%,9-10,47.4%,90-92,49.5%,0-3,0.0%,8,74.2%,26.7%,4.1%,4.1%,64.8%,64.2%,48.6%,58.7%,40.1%,49.6%,0.97
Premiers,1,0,1,0.0%,0-2,0.0%,12-14,46.2%,0-2,0.0%,1,100.0%,0.0%,9.7%,9.7%,59.2%,72.1%,50.0%,63.1%,27.6%,46.8%,0.75
Internationals,16,10,6,62.5%,22-17,56.4%,195-178,52.3%,2-2,50.0%,16,68.5%,36.2%,4.6%,3.9%,66.4%,63.1%,47.0%,57.7%,43.4%,50.6%,1.03
Finals,1,0,1,0.0%,0-2,0.0%,10-13,43.5%,0-1,0.0%,1,72.7%,18.2%,6.0%,3.6%,75.0%,60.3%,38.1%,54.8%,37.3%,46.5%,0.83
Semi-finals,1,1,0,100.0%,2-0,100.0%,12-8,60.0%,0-0,-,1,80.0%,40.0%,4.9%,1.6%,72.1%,65.9%,58.8%,63.9%,42.6%,53.3%,1.18
Quarter-finals,3,1,2,33.3%,3-5,37.5%,34-41,45.3%,1-0,100.0%,3,59.5%,29.7%,2.9%,2.4%,63.7%,57.1%,48.3%,53.9%,42.8%,48.2%,0.93
vs Righties,32,16,16,50.0%,34-40,45.9%,352-367,49.0%,3-7,30.0%,32,69.2%,29.6%,4.3%,4.8%,63.9%,63.6%,46.5%,57.4%,40.4%,49.2%,0.95
vs Lefties,2,1,1,50.0%,3-2,60.0%,21-17,55.3%,0-0,-,2,63.2%,47.4%,5.3%,5.3%,66.7%,56.6%,52.6%,55.3%,47.7%,51.2%,1.07
vs Top 10,4,0,4,0.0%,0-8,0.0%,20-48,29.4%,0-0,-,4,42.4%,17.1%,2.8%,7.9%,61.1%,55.2%,37.8%,48.4%,36.1%,42.7%,0.70
