Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,54,25,29,46.3%,59-63,48.4%,553-577,48.9%,5-6,45.5%,53,66.4%,31.7%,4.7%,5.3%,61.7%,62.6%,47.6%,56.9%,40.8%,49.1%,0.95
Clay,51,32,19,62.7%,68-52,56.7%,612-556,52.4%,8-8,50.0%,49,65.3%,39.8%,3.5%,5.2%,61.2%,62.4%,45.9%,56.0%,45.5%,50.8%,1.03
Grass,5,1,4,20.0%,2-8,20.0%,46-58,44.2%,0-3,0.0%,5,76.0%,15.7%,5.4%,7.1%,62.5%,70.0%,40.6%,59.0%,34.9%,47.2%,0.85
Grand Slams,26,15,11,57.7%,32-26,55.2%,283-273,50.9%,3-5,37.5%,25,69.6%,32.8%,3.6%,4.6%,65.1%,61.9%,50.6%,57.9%,41.6%,50.0%,0.99
Premiers,4,0,4,0.0%,1-8,11.1%,36-54,40.0%,0-3,0.0%,4,65.9%,16.3%,4.9%,6.9%,58.0%,62.4%,43.2%,54.3%,33.5%,45.0%,0.73
Internationals,55,32,23,58.2%,69-57,54.8%,618-574,51.8%,5-6,45.5%,55,66.6%,37.5%,4.4%,5.4%,61.2%,63.8%,45.1%,56.6%,44.3%,50.5%,1.02
Finals,4,2,2,50.0%,4-5,44.4%,47-45,51.1%,0-2,0.0%,4,68.9%,35.6%,4.8%,5.8%,63.0%,65.8%,36.5%,55.0%,43.9%,49.4%,0.98
Semi-finals,5,4,1,80.0%,8-4,66.7%,67-53,55.8%,0-1,0.0%,5,71.4%,42.2%,4.0%,5.4%,63.7%,60.7%,51.3%,57.3%,44.7%,51.1%,1.05
Quarter-finals,9,5,4,55.6%,12-10,54.5%,109-107,50.5%,2-1,66.7%,9,67.0%,33.6%,4.1%,4.0%,60.2%,60.9%,48.8%,56.1%,43.2%,49.6%,0.98
vs Righties,96,52,44,54.2%,112-107,51.1%,1064-1041,50.5%,12-17,41.4%,93,67.1%,34.4%,4.2%,5.4%,61.3%,63.5%,46.2%,56.8%,42.6%,49.9%,0.99
vs Lefties,11,5,6,45.5%,14-12,53.8%,117-114,50.6%,0-0,-,11,63.5%,37.9%,4.0%,5.9%,64.0%,59.2%,49.1%,55.6%,44.0%,49.7%,0.99
vs Top 10,11,3,8,27.3%,8-15,34.8%,92-120,43.4%,1-1,50.0%,10,61.5%,25.7%,2.9%,4.6%,64.9%,57.8%,51.0%,55.4%,39.1%,47.5%,0.88
