Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Australian Open R64,L vs Gauff,23.5%,29.4%,32.0%,31.8%,40.9%,26.7%,26.1%,47.6%,37.5%,9.1%,9.1%,40.0%,27.3%,36.4%,60.0%,-23
2026 Australian Open R128,W vs Williams,30.9%,40.4%,50.0%,27.5%,39.1%,50.0%,11.5%,48.8%,66.7%,41.7%,45.8%,50.0%,23.1%,36.4%,0.0%,-56
2025 Osaka QF,L vs Valentova,16.7%,23.1%,35.9%,18.8%,27.1%,33.3%,20.0%,69.6%,75.0%,13.8%,17.2%,40.0%,30.8%,31.3%,0.0%,-64
2025 Osaka R32,W vs Hibino,26.6%,40.5%,45.5%,31.5%,46.3%,48.6%,15.4%,67.9%,66.7%,18.2%,31.8%,38.9%,40.0%,33.3%,100.0%,41
2025 Wuhan R64,L vs Tauson,23.4%,38.3%,44.6%,28.6%,51.0%,51.4%,15.8%,46.7%,50.0%,21.1%,28.9%,36.7%,17.4%,40.0%,0.0%,84
2025 Cincinnati R64,L vs Raducanu,19.7%,25.8%,36.2%,26.2%,33.3%,32.3%,31.8%,55.0%,33.3%,11.1%,16.7%,43.8%,50.0%,10.0%,0.0%,-23
2025 Montreal R64,L vs Kudermetova,27.7%,35.4%,44.2%,36.8%,47.4%,54.2%,26.3%,78.9%,75.0%,17.4%,21.7%,31.6%,60.0%,7.7%,0.0%,52
2025 Roland Garros R32,L vs Sabalenka,17.9%,28.6%,40.0%,27.8%,38.9%,42.3%,16.7%,55.6%,100.0%,0.0%,14.3%,35.7%,57.1%,14.3%,0.0%,-119
2025 Madrid R128,W vs Azarenka,27.8%,35.2%,51.4%,30.0%,36.7%,52.4%,37.5%,64.3%,100.0%,27.3%,36.4%,50.0%,37.5%,14.3%,0.0%,-3
2025 Rouen F,L vs Svitolina,15.5%,29.8%,48.5%,17.5%,34.9%,51.9%,16.7%,59.0%,66.7%,11.1%,16.7%,37.5%,33.3%,44.4%,0.0%,-9
2025 Rouen SF,W vs Lamens,13.1%,31.1%,59.6%,13.6%,34.1%,60.5%,27.3%,77.3%,100.0%,12.5%,25.0%,57.1%,42.9%,55.6%,100.0%,-33
2025 Rouen R16,W vs Fruhvirtova,13.7%,27.4%,50.7%,16.4%,32.7%,60.9%,34.5%,65.4%,66.7%,12.1%,24.2%,34.5%,64.3%,15.8%,100.0%,-4
2025 Cluj Napoca R32,W vs Parks,30.4%,31.9%,41.3%,34.0%,36.0%,39.4%,13.6%,60.7%,50.0%,23.5%,23.5%,46.2%,30.0%,42.9%,0.0%,23
2025 Australian Open R16,L vs Badosa,14.3%,26.8%,47.9%,19.4%,36.1%,48.3%,13.3%,61.9%,75.0%,5.0%,10.0%,47.4%,27.3%,44.4%,50.0%,-104
2025 Australian Open R32,W vs Pegula,25.0%,33.3%,64.2%,27.3%,38.2%,67.5%,39.1%,53.1%,66.7%,18.8%,18.8%,53.8%,66.7%,50.0%,-,-33
2025 Australian Open R64,W vs Samsonova,44.7%,50.0%,38.1%,46.2%,53.8%,35.7%,42.9%,58.3%,-,41.7%,41.7%,42.9%,50.0%,25.0%,-,-104
2025 Hobart R32,L vs Joint,18.5%,35.4%,45.8%,22.9%,39.6%,45.9%,23.8%,77.8%,80.0%,8.3%,33.3%,45.5%,57.1%,60.0%,66.7%,-47
2024 Guangzhou F,W vs Dolehide,21.2%,30.8%,59.0%,28.6%,34.3%,60.0%,17.6%,66.7%,100.0%,6.7%,26.7%,57.1%,40.0%,60.0%,-,-51
2024 ITF Iasi QF,W vs Bondar,19.7%,27.3%,54.9%,22.0%,34.1%,56.3%,22.2%,87.0%,50.0%,17.4%,17.4%,52.6%,66.7%,72.7%,100.0%,-7
2024 Budapest R32,L vs Bondar,24.1%,32.5%,51.8%,29.8%,38.3%,57.6%,31.8%,88.0%,100.0%,20.7%,31.0%,43.5%,36.4%,61.1%,100.0%,73
Last 52 Weeks (12 matches),,21.4%,32.3%,45.2%,25.0%,38.5%,47.8%,23.0%,60.1%,60.0%,17.2%,24.7%,40.3%,37.6%,27.4%,32.0%,53
Career (38 matches),,22.5%,31.3%,46.1%,26.1%,37.1%,49.1%,25.9%,62.9%,62.7%,18.8%,24.7%,40.9%,41.7%,47.1%,45.3%,50
