Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,22,14,8,63.6%,29-22,56.9%,250-206,54.8%,0-4,0.0%,22,55.3%,55.3%,0.9%,5.6%,71.6%,56.5%,42.2%,52.4%,51.4%,51.9%,1.08,F (2x)
2025,38,13,25,34.2%,37-50,42.5%,372-431,46.3%,6-2,75.0%,38,47.9%,43.7%,0.8%,8.5%,66.2%,55.2%,38.6%,49.6%,47.6%,48.6%,0.94,SF (W35 Platja d'Aro)
2024,86,56,30,65.1%,123-74,62.4%,976-799,55.0%,8-5,61.5%,1,42.9%,42.9%,0.0%,6.5%,65.2%,48.3%,37.5%,44.6%,42.7%,43.7%,0.77,W (3x)
2023,86,57,29,66.3%,121-70,63.4%,970-775,55.6%,7-4,63.6%,2,13.3%,31.3%,0.0%,13.1%,59.5%,46.0%,8.8%,31.0%,41.3%,36.7%,0.60,W (2x)
2022,60,39,21,65.0%,81-50,61.8%,645-536,54.6%,6-3,66.7%,0,,,,,,,,,,,,W (2x)
2021,43,24,19,55.8%,52-40,56.5%,443-395,52.9%,3-3,50.0%,0,,,,,,,,,,,,SF (4x)
2020,8,4,4,50.0%,8-10,44.4%,71-77,48.0%,0-0,-,0,,,,,,,,,,,,
2019,14,7,7,50.0%,17-14,54.8%,131-119,52.4%,0-0,-,0,,,,,,,,,,,,SF (W15 Cairo)
2018,2,1,1,50.0%,3-3,50.0%,26-27,49.1%,0-0,-,0,,,,,,,,,,,,R16 (Barcelona $25K)
2017,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,0,,,,,,,,,,,,R32 (Sant Cugat $25K)
Career,360,215,145,59.7%,471-335,58.4%,3890-3377,53.5%,30-21,58.8%,63,49.5%,47.4%,0.8%,7.6%,67.9%,55.4%,38.9%,50.1%,48.7%,49.4%,0.97,
