Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,39,21,18,53.8%,52-46,53.1%,512-459,52.7%,3-11,21.4%,36,81.3%,23.6%,6.9%,3.2%,62.4%,73.0%,53.5%,65.7%,38.0%,51.5%,1.11
Clay,14,6,8,42.9%,19-20,48.7%,193-172,52.9%,0-3,0.0%,13,79.4%,29.7%,4.2%,4.7%,62.7%,72.0%,46.2%,62.4%,40.3%,51.2%,1.07
Grass,6,3,3,50.0%,9-9,50.0%,91-93,49.5%,3-0,100.0%,6,80.0%,17.6%,5.9%,5.3%,62.7%,73.4%,49.8%,64.5%,37.2%,50.5%,1.05
Grand Slams,11,7,4,63.6%,24-17,58.5%,212-182,53.8%,2-3,40.0%,11,77.4%,29.7%,5.1%,4.9%,62.7%,71.7%,48.9%,63.2%,41.6%,52.2%,1.13
Masters,17,9,8,52.9%,23-19,54.8%,218-190,53.4%,1-3,25.0%,17,82.2%,25.2%,5.5%,2.9%,62.9%,71.8%,54.4%,65.3%,39.1%,51.7%,1.13
Other Tours,27,13,14,48.1%,29-33,46.8%,314-302,51.0%,3-5,37.5%,27,81.7%,20.2%,7.2%,3.8%,62.1%,74.2%,50.7%,65.3%,35.9%,50.5%,1.03
Best of 5,11,7,4,63.6%,24-17,58.5%,212-182,53.8%,2-3,40.0%,11,77.4%,29.7%,5.1%,4.9%,62.7%,71.7%,48.9%,63.2%,41.6%,52.2%,1.13
Best of 3,48,23,25,47.9%,56-58,49.1%,584-542,51.9%,4-11,26.7%,44,81.9%,22.2%,6.5%,3.5%,62.4%,73.2%,52.1%,65.3%,37.2%,51.0%,1.07
Semi-finals,1,0,1,0.0%,0-2,0.0%,11-14,44.0%,0-1,0.0%,1,83.3%,8.3%,13.8%,1.3%,62.5%,76.0%,46.7%,65.0%,26.7%,46.5%,0.76
Quarter-finals,4,1,3,25.0%,2-6,25.0%,39-47,45.3%,1-1,50.0%,4,76.7%,12.2%,8.0%,1.1%,60.9%,72.3%,50.0%,63.6%,31.9%,47.8%,0.88
vs Righties,54,25,29,46.3%,70-74,48.6%,731-695,51.3%,6-14,30.0%,50,79.9%,22.7%,5.8%,4.0%,62.2%,72.3%,50.9%,64.2%,37.8%,50.8%,1.06
vs Lefties,4,4,0,100.0%,8-1,88.9%,53-26,67.1%,0-0,-,4,90.0%,43.6%,10.6%,2.0%,67.1%,78.2%,53.1%,69.9%,46.1%,58.0%,1.53
vs Top 10,9,2,7,22.2%,8-15,34.8%,110-128,46.2%,2-5,28.6%,8,82.7%,9.7%,7.5%,3.3%,58.1%,73.3%,53.4%,65.0%,31.5%,48.3%,0.90
