Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,122,48,74,39.3%,138-173,44.4%,1501-1545,49.3%,17-34,33.3%,119,76.9%,21.2%,6.1%,3.7%,63.3%,70.2%,48.9%,62.4%,37.4%,49.8%,0.99
Clay,149,72,77,48.3%,187-186,50.1%,1815-1801,50.2%,33-26,55.9%,148,72.5%,27.8%,3.4%,3.7%,65.6%,66.9%,47.7%,60.3%,40.6%,50.3%,1.02
Grass,20,6,14,30.0%,22-38,36.7%,276-322,46.2%,3-5,37.5%,20,76.1%,16.0%,5.9%,5.3%,62.1%,71.1%,49.0%,62.7%,35.3%,48.8%,0.95
Grand Slams,46,17,29,37.0%,74-100,42.5%,808-865,48.3%,8-14,36.4%,46,72.5%,23.8%,4.5%,4.4%,62.6%,68.1%,47.1%,60.2%,39.1%,49.6%,0.98
Masters,52,21,31,40.4%,58-66,46.8%,606-617,49.6%,10-10,50.0%,52,75.0%,24.2%,4.8%,3.3%,64.5%,67.9%,50.2%,61.6%,38.9%,50.0%,1.01
Other Tours,183,86,97,47.0%,205-219,48.3%,2083-2091,49.9%,35-38,47.9%,183,75.3%,24.4%,4.6%,3.9%,65.1%,68.9%,48.2%,61.7%,38.8%,50.2%,1.01
Best of 5,46,17,29,37.0%,74-100,42.5%,808-865,48.3%,8-14,36.4%,46,72.5%,23.8%,4.5%,4.4%,62.6%,68.1%,47.1%,60.2%,39.1%,49.6%,0.98
Best of 3,245,109,136,44.5%,273-297,47.9%,2784-2803,49.8%,45-51,46.9%,241,75.3%,24.1%,4.8%,3.6%,64.9%,68.7%,48.7%,61.7%,38.7%,50.1%,1.01
Finals,1,0,1,0.0%,1-2,33.3%,11-14,44.0%,0-0,-,1,66.7%,23.1%,5.9%,2.0%,64.4%,61.5%,41.7%,54.5%,37.8%,47.0%,0.83
Semi-finals,8,1,7,12.5%,8-12,40.0%,97-103,48.5%,1-6,14.3%,8,75.7%,19.2%,5.1%,3.6%,67.9%,68.4%,46.6%,61.4%,35.8%,48.6%,0.93
Quarter-finals,22,7,15,31.8%,16-34,32.0%,229-274,45.5%,4-6,40.0%,22,71.9%,18.9%,4.4%,3.5%,65.1%,66.3%,48.5%,60.1%,36.9%,48.4%,0.92
vs Righties,247,101,146,40.9%,284-346,45.1%,3002-3137,48.9%,41-58,41.4%,243,74.8%,22.9%,4.7%,3.8%,64.2%,68.8%,48.2%,61.4%,38.3%,49.7%,0.99
vs Lefties,43,24,19,55.8%,61-51,54.5%,578-528,52.3%,12-7,63.2%,43,73.8%,29.7%,4.9%,3.8%,65.1%,67.2%,48.7%,60.8%,41.6%,51.3%,1.06
vs Top 10,26,4,22,15.4%,20-49,29.0%,296-380,43.8%,4-10,28.6%,25,72.3%,15.6%,4.7%,3.6%,62.3%,67.9%,47.1%,60.1%,33.9%,47.2%,0.85
