Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,14,6,8,42.9%,7,1,6,14.3%,2018,2026,R64,14,1.03,6.5%,3.3%,63.7%,70.5%,48.0%,62.4%,38.8%,61.2%,40.4%
Roland Garros,8,Clay,16,8,8,50.0%,11,5,6,45.5%,2018,2025,R64,13,1.03,3.2%,4.2%,63.3%,69.0%,46.6%,60.8%,40.5%,53.4%,39.0%
Wimbledon,7,Grass,12,5,7,41.7%,4,2,2,50.0%,2018,2025,R32,11,0.98,5.7%,5.0%,61.6%,70.1%,49.2%,62.1%,37.2%,59.3%,37.4%
US Open,8,Hard,12,4,8,33.3%,3,1,2,33.3%,2018,2025,R16,12,0.94,3.7%,5.5%,61.3%,64.0%,47.1%,57.4%,40.0%,57.6%,38.7%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2024,2024,R64,1,0.48,4.5%,4.5%,68.2%,53.3%,42.9%,50.0%,23.9%,55.6%,0.0%
Davis Cup,2,,5,1,4,20.0%,3,0,3,0.0%,2017,2025,,1,0.77,3.8%,2.5%,53.8%,58.1%,48.6%,53.8%,35.8%,50.0%,42.9%
Adelaide,2,Hard,6,3,3,50.0%,2,1,1,50.0%,2020,2026,QF,6,1.07,8.1%,4.0%,66.4%,68.2%,50.0%,62.1%,40.7%,57.5%,31.3%
Paris Masters,3,Hard,3,0,3,0.0%,0,0,0,-,2022,2025,R64,3,0.69,3.7%,5.9%,56.6%,67.5%,39.0%,55.1%,30.8%,47.1%,14.3%
Basel,3,Hard,7,4,3,57.1%,1,0,1,0.0%,2015,2025,SF,6,1.10,10.2%,3.5%,68.2%,77.4%,50.5%,68.8%,34.2%,64.7%,44.0%
Shanghai Masters,3,Hard,8,5,3,62.5%,1,0,1,0.0%,2023,2025,R16,8,1.10,6.4%,2.0%,66.0%,70.4%,58.3%,66.3%,37.2%,74.0%,40.4%
Tokyo,2,Hard,3,1,2,33.3%,0,0,0,-,2022,2025,R16,3,0.93,4.4%,7.0%,65.8%,63.3%,39.7%,55.3%,41.7%,62.1%,33.3%
Winston-Salem,6,Hard,11,5,6,45.5%,3,2,1,66.7%,2018,2025,QF,11,0.99,7.9%,4.1%,58.0%,72.6%,45.1%,61.0%,38.6%,50.0%,41.7%
