Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-1,0.0%,1,60.0%,20.0%,2.4%,6.0%,55.4%,58.7%,40.5%,50.6%,36.6%,44.2%,0.74,R16 (Aix-en-Provence)
2024,16,13,3,81.3%,23-11,67.6%,180-140,56.3%,2-0,100.0%,15,81.9%,32.7%,2.9%,3.0%,67.2%,71.5%,49.1%,64.1%,42.0%,53.2%,1.17,W (Bad Waltersdorf)
2023,25,15,10,60.0%,35-21,62.5%,302-239,55.8%,2-5,28.6%,25,75.9%,36.6%,2.6%,3.5%,71.6%,66.9%,49.7%,62.0%,43.5%,52.6%,1.14,W (San Marino)
2022,17,15,2,88.2%,31-7,81.6%,224-143,61.0%,5-1,83.3%,17,85.0%,36.5%,4.5%,2.9%,67.6%,73.6%,50.4%,66.1%,43.7%,54.7%,1.29,W (2x)
2021,26,20,6,76.9%,41-20,67.2%,326-236,58.0%,3-3,50.0%,26,74.7%,41.5%,2.9%,3.8%,70.6%,66.9%,45.7%,60.7%,46.8%,53.6%,1.19,W (Antalya 1)
2020,26,19,7,73.1%,40-19,67.8%,322-243,57.0%,4-3,57.1%,26,74.4%,39.4%,2.9%,4.0%,67.3%,66.9%,49.2%,61.1%,45.8%,53.3%,1.18,W (Lisbon)
2019,26,19,7,73.1%,37-20,64.9%,295-240,55.1%,3-2,60.0%,24,77.6%,32.7%,3.4%,2.8%,66.3%,67.7%,51.5%,62.2%,42.8%,52.4%,1.13,W (Montevideo)
2018,34,20,14,58.8%,44-37,54.3%,415-362,53.4%,6-9,40.0%,34,77.2%,31.0%,4.6%,2.8%,63.5%,69.2%,50.3%,62.3%,41.2%,51.5%,1.09,W (2x)
2017,33,18,15,54.5%,43-29,59.7%,366-320,53.4%,8-4,66.7%,32,74.4%,29.7%,4.8%,3.0%,66.0%,67.2%,49.0%,61.0%,40.5%,50.9%,1.04,W (Segovia)
2016,4,2,2,50.0%,5-4,55.6%,43-46,48.3%,1-0,100.0%,4,73.3%,20.9%,7.9%,3.8%,55.7%,67.8%,44.7%,57.5%,37.4%,48.3%,0.88,QF (Buenos Aires)
2015,8,2,6,25.0%,6-12,33.3%,76-99,43.4%,1-2,33.3%,8,70.1%,16.5%,4.8%,3.7%,59.2%,68.7%,45.9%,59.4%,32.5%,46.7%,0.80,R16 (2x)
Career,216,143,73,66.2%,305-182,62.6%,2557-2081,55.1%,35-30,53.8%,212,76.5%,33.7%,3.8%,3.3%,66.6%,68.3%,49.1%,61.9%,42.7%,52.2%,1.12,
