Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2021 ITF Calvi F,W vs Bandecchi,16.1%,19.6%,68.2%,17.8%,22.2%,73.0%,35.0%,76.0%,80.0%,12.5%,12.5%,42.9%,0.0%,100.0%,-,-14
2013 Australian Open R32,L vs Flipkens,20.8%,20.8%,42.4%,23.9%,23.9%,48.6%,28.0%,52.4%,0.0%,17.2%,17.2%,33.3%,9.1%,5.6%,0.0%,-26
Career (2 matches),,18.8%,20.3%,53.4%,20.9%,23.1%,61.1%,31.1%,65.2%,66.7%,16.2%,16.2%,35.5%,5.9%,15.0%,0.0%,40
