Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,26,9,17,34.6%,25-37,40.3%,251-325,43.6%,4-2,66.7%,24,53.3%,26.4%,2.0%,4.1%,62.4%,59.7%,42.8%,53.3%,41.6%,47.5%,0.89
Clay,4,1,3,25.0%,2-7,22.2%,36-54,40.0%,1-0,100.0%,4,45.5%,30.0%,2.4%,8.3%,55.5%,58.0%,38.4%,49.3%,42.0%,45.9%,0.83
Grass,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,37.5%,12.5%,0.0%,2.1%,68.1%,43.8%,40.0%,42.6%,29.5%,36.3%,0.51
Grand Slams,5,2,3,40.0%,6-6,50.0%,54-62,46.6%,2-1,66.7%,5,53.3%,40.0%,1.9%,2.4%,69.1%,58.1%,44.0%,53.7%,43.6%,48.6%,0.94
Premiers,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,25.0%,25.0%,1.8%,3.6%,72.7%,52.5%,13.3%,41.8%,39.2%,40.6%,0.67
Internationals,23,7,16,30.4%,19-36,34.5%,216-297,42.1%,3-1,75.0%,22,53.4%,24.1%,2.1%,5.3%,59.5%,59.6%,42.5%,52.7%,41.1%,47.0%,0.87
Quarter-finals,1,0,1,0.0%,1-2,33.3%,13-16,44.8%,0-0,-,1,-,-,1.1%,4.4%,54.4%,59.2%,46.3%,53.3%,44.4%,48.5%,0.95
vs Righties,29,10,19,34.5%,26-42,38.2%,270-364,42.6%,5-2,71.4%,27,50.4%,25.2%,2.1%,4.8%,60.8%,59.0%,42.2%,52.4%,41.4%,47.0%,0.87
vs Lefties,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-0,-,1,45.5%,30.0%,0.0%,3.7%,69.1%,53.6%,36.0%,48.1%,43.4%,45.7%,0.84
vs Top 10,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,-,-,0.0%,6.0%,54.0%,55.6%,34.8%,46.0%,33.3%,40.0%,0.62
