Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2021 W25+H Calvi F,W vs Bandecchi,88% (7/8),57% (4/7),0/1,22% (2/9),50% (1/2),4/4,2/3,0/0,1/2,0/0
2019 W25 Taipei F,W vs Ushijima,64% (7/11),100% (7/7),1/4,36% (4/11),0% (0/4),2/5,0/1,0/0,0/0,0/0
2019 W25 Taipei R32,W vs Cho,56% (5/9),100% (5/5),1/2,33% (3/9),33% (1/3),4/5,2/2,0/0,1/1,0/0
2019 W25 Singapore SF,L vs Luangnam,42% (5/12),60% (3/5),2/6,57% (8/14),13% (1/8),1/3,0/0,1/1,0/0,1/1
2019 W25 Singapore R32,W vs Saigo,78% (7/9),86% (6/7),2/3,40% (4/10),0% (0/4),2/5,1/2,0/0,1/2,0/0
2019 W60 Luan R32,W vs Muramatsu,100% (6/6),100% (6/6),0/0,0% (0/6),- (0/0),6/6,2/2,0/0,1/1,0/0
2019 W25 Namangan F,W vs Chong,50% (7/14),86% (6/7),0/3,29% (4/14),25% (1/4),3/4,0/0,1/1,0/0,1/1
2019 W25 Namangan SF,W vs Talbi,75% (6/8),100% (6/6),1/2,25% (2/8),0% (0/2),3/5,1/1,0/0,1/1,0/0
2019 W25 Namangan QF,W vs Rakhimova,57% (8/14),88% (7/8),3/6,57% (8/14),13% (1/8),3/7,2/2,0/1,1/1,0/0
2019 W25 Namangan R32,W vs Cabaj Awad,47% (7/15),86% (6/7),4/5,47% (7/15),29% (2/7),3/4,0/1,1/1,0/1,0/0
2019 W25 Sunderland R16,L vs Andrei,30% (3/10),67% (2/3),0/2,55% (6/11),33% (2/6),1/2,0/1,1/2,0/0,1/1
2019 W25 Sunderland R32,W vs Lumsden,50% (5/10),100% (5/5),2/3,30% (3/10),0% (0/3),5/5,1/1,2/2,0/0,0/0
2019 W25 Kazan R32,L vs Dulgheru,33% (3/9),67% (2/3),1/4,75% (6/8),17% (1/6),2/2,0/0,0/1,0/0,0/0
2019 W25 Moscow QF,L vs Komardina,38% (3/8),67% (2/3),1/5,75% (6/8),0% (0/6),0/2,0/0,0/1,0/0,0/1
2019 W25 Glasgow SF,L vs Bolkvadze,27% (3/11),67% (2/3),1/4,45% (5/11),20% (1/5),0/2,0/0,1/1,0/0,1/1
2019 W25 Glasgow QF,W vs Pattinama Kerkhove,50% (6/12),83% (5/6),2/4,50% (6/12),33% (2/6),5/5,2/2,1/1,1/1,0/0
2019 W25 Glasgow R16,W vs Raducanu,62% (8/13),75% (6/8),1/5,62% (8/13),25% (2/8),3/4,0/0,0/1,0/0,0/0
2019 W25 Glasgow R32,W vs Georges,36% (4/11),100% (4/4),1/3,36% (4/11),25% (1/4),2/3,0/0,2/2,0/0,0/0
2019 W100 Midland MI R32,L vs Ahn,56% (5/9),40% (2/5),2/3,56% (5/9),0% (0/5),1/2,0/0,0/2,0/0,0/1
2019 Newport Beach R64,L vs Olmos,14% (1/7),100% (1/1),1/5,86% (6/7),0% (0/6),0/1,0/0,0/1,0/0,0/1
2021 (1 matches),,87.5%,57.1%,0.0%,22.2%,50.0%,100.0%,66.7%,-,50.0%,-
2019 (19 matches),,50.0%,83.8%,37.7%,47.3%,15.8%,63.9%,73.3%,55.6%,75.0%,57.1%
2018 (1 matches),,25.0%,50.0%,33.3%,75.0%,16.7%,0.0%,-,0.0%,-,0.0%
2017 (28 matches),,56.1%,75.7%,38.5%,51.5%,23.9%,60.6%,69.2%,51.9%,81.8%,50.0%
2016 (17 matches),,53.9%,77.7%,36.4%,51.1%,28.1%,64.8%,70.0%,75.0%,66.7%,0.0%
Career (97 matches),,50.2%,76.8%,35.7%,50.5%,21.4%,61.1%,64.8%,58.7%,65.1%,54.1%
