Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Miami QF,W vs Paul,1.9%,50.0%,8.7%,70.0%,15.2%,14.3%,14.3%,8.7%,25.0%,0.8%,66.7%,-5,16
2026 Miami R32,W vs Tsitsipas,0.0%,-,2.6%,100.0%,36.4%,14.3%,0.0%,5.6%,16.7%,0.0%,-,-5,-46
2026 Indian Wells QF,L vs Zverev,8.1%,40.0%,10.0%,41.7%,16.4%,21.4%,0.0%,15.4%,37.5%,0.6%,0.0%,44,37
2026 Doha F,L vs Alcaraz,0.0%,-,6.6%,60.0%,11.4%,0.0%,0.0%,3.7%,0.0%,0.8%,0.0%,0,-31
2026 Rotterdam R32,L vs De Minaur,1.5%,0.0%,9.4%,75.0%,11.3%,7.4%,20.0%,6.6%,28.6%,0.4%,0.0%,17,5
2026 Montpellier R32,W vs Royer,2.2%,100.0%,8.1%,94.1%,19.1%,12.0%,25.0%,8.9%,27.8%,0.0%,-,132,124
2025 Canada R32,L vs Lehecka,0.0%,-,3.7%,100.0%,15.7%,21.7%,100.0%,6.8%,40.0%,1.3%,33.3%,10,21
2025 Roland Garros R64,W vs Munar,1.8%,66.7%,20.2%,62.7%,14.1%,6.8%,10.0%,5.4%,8.0%,3.7%,26.1%,41,16
2025 Roland Garros R128,W vs Jarry,0.0%,-,7.0%,70.0%,14.6%,14.7%,18.2%,15.5%,30.8%,1.3%,20.0%,18,33
2025 Rome R32,W vs Tsitsipas,0.0%,-,7.4%,72.7%,17.5%,5.7%,0.0%,6.6%,22.2%,0.4%,0.0%,70,8
2025 Rome R64,W vs Griekspoor,0.0%,-,4.1%,50.0%,20.9%,11.8%,0.0%,20.0%,50.0%,0.9%,0.0%,68,15
2025 Madrid R64,L vs Comesana,2.9%,100.0%,14.5%,63.6%,21.0%,15.4%,11.1%,9.8%,50.0%,2.4%,60.0%,131,78
2025 Barcelona SF,L vs Alcaraz,0.0%,-,5.5%,33.3%,13.5%,20.0%,8.3%,9.1%,0.0%,3.2%,83.3%,74,44
2025 Barcelona R16,W vs Martinez,0.0%,-,2.0%,0.0%,29.4%,33.3%,0.0%,15.6%,27.3%,1.3%,0.0%,129,73
2025 Monte Carlo QF,L vs Alcaraz,0.0%,-,10.3%,61.9%,14.7%,21.4%,17.4%,10.3%,28.6%,1.0%,33.3%,98,25
2025 Monte Carlo R16,W vs Rublev,0.0%,-,7.4%,57.1%,29.2%,19.0%,25.0%,13.0%,33.3%,0.7%,0.0%,105,73
2025 Monte Carlo R32,W vs Cobolli,0.0%,-,6.5%,71.4%,17.6%,15.0%,0.0%,9.6%,9.1%,1.1%,50.0%,18,-13
2025 Miami QF,L vs Mensik,1.5%,0.0%,9.0%,72.7%,8.3%,10.5%,0.0%,9.8%,14.3%,1.3%,50.0%,12,-12
2025 Miami R16,W vs Zverev,0.0%,-,5.8%,77.8%,21.3%,18.5%,0.0%,5.1%,10.3%,0.7%,0.0%,-5,-36
2025 Indian Wells QF,L vs Medvedev,18.3%,63.2%,21.1%,61.0%,12.2%,13.2%,0.0%,5.3%,15.0%,1.0%,0.0%,-7,-28
Career (72 matches),,2.4%,67.8%,8.6%,68.1%,16.5%,17.6%,10.0%,8.5%,22.8%,1.2%,31.3%,35,20
