Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,102,63,39,61.8%,140-98,58.8%,1242-1134,52.3%,30-20,60.0%,100,84.1%,18.8%,9.1%,3.9%,62.0%,75.7%,51.6%,66.6%,35.1%,50.8%,1.05
Clay,47,29,18,61.7%,59-46,56.2%,521-487,51.7%,7-6,53.8%,45,77.6%,26.1%,5.2%,3.9%,61.0%,69.5%,50.5%,62.1%,40.1%,51.1%,1.06
Grass,11,6,5,54.5%,16-16,50.0%,152-161,48.6%,2-3,40.0%,11,81.9%,15.5%,7.7%,5.2%,60.7%,74.5%,49.6%,64.7%,33.2%,49.1%,0.94
Grand Slams,19,10,9,52.6%,37-36,50.7%,354-368,49.0%,6-3,66.7%,18,77.9%,19.1%,8.0%,3.9%,61.9%,72.3%,49.0%,63.4%,36.7%,50.0%,1.00
Masters,50,28,22,56.0%,61-53,53.5%,571-533,51.7%,9-11,45.0%,50,81.5%,21.7%,6.7%,4.2%,62.1%,73.7%,50.3%,64.8%,36.7%,50.7%,1.04
Other Tours,78,53,25,67.9%,102-62,62.2%,878-781,52.9%,24-12,66.7%,76,84.3%,21.0%,8.0%,4.0%,61.3%,74.0%,52.5%,65.6%,36.4%,51.1%,1.06
Best of 5,26,15,11,57.7%,46-38,54.8%,396-403,49.6%,6-3,66.7%,26,79.1%,18.4%,8.6%,4.1%,61.6%,73.6%,49.8%,64.5%,36.0%,50.1%,1.01
Best of 3,134,83,51,61.9%,169-122,58.1%,1519-1379,52.4%,33-26,55.9%,130,83.1%,21.2%,7.7%,4.0%,61.7%,74.0%,51.5%,65.4%,36.4%,50.9%,1.05
Finals,6,3,3,50.0%,8-6,57.1%,66-69,48.9%,2-0,100.0%,6,79.7%,9.6%,5.8%,2.0%,62.5%,70.6%,50.5%,63.1%,33.3%,48.3%,0.90
Semi-finals,13,6,7,46.2%,12-15,44.4%,126-148,46.0%,6-1,85.7%,13,80.4%,9.4%,8.5%,4.0%,60.6%,71.5%,52.8%,64.1%,29.9%,47.9%,0.83
Quarter-finals,22,12,10,54.5%,25-22,53.2%,235-231,50.4%,8-4,66.7%,21,81.4%,19.9%,6.9%,4.8%,61.1%,75.0%,51.2%,65.7%,35.0%,50.4%,1.02
vs Righties,141,88,53,62.4%,190-136,58.3%,1669-1547,51.9%,37-23,61.7%,137,81.8%,20.9%,7.8%,4.0%,61.6%,73.6%,51.2%,65.0%,36.3%,50.7%,1.04
vs Lefties,19,10,9,52.6%,25-24,51.0%,246-235,51.1%,2-6,25.0%,19,84.7%,17.5%,8.8%,4.2%,61.8%,76.3%,50.7%,66.5%,36.8%,50.9%,1.10
vs Top 10,24,9,15,37.5%,22-35,38.6%,249-297,45.6%,6-3,66.7%,23,75.4%,15.0%,5.7%,4.5%,61.8%,69.6%,46.8%,60.9%,31.9%,47.3%,0.81
