Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Miami QF,W vs Paul,68.2%,32.0%,3.6%,2/2,2.18,10.3%,62.3%,25.6%,2.9%,2.10,15.7%,78.0%,40.6%,4.9%,2.31,0.0%
2026 Miami R32,W vs Tsitsipas,63.0%,75.9%,0.0%,0/0,2.50,10.0%,65.2%,66.7%,0.0%,2.64,18.2%,93.3%,85.7%,0.0%,2.33,0.0%
2026 Indian Wells QF,L vs Zverev,51.0%,53.8%,5.9%,1/2,2.13,0.0%,41.7%,60.0%,5.6%,2.12,0.0%,78.6%,45.5%,7.1%,2.14,0.0%
2026 Doha F,L vs Alcaraz,54.5%,22.2%,3.0%,0/1,2.29,5.7%,51.9%,21.4%,0.0%,2.23,8.3%,80.0%,25.0%,20.0%,2.41,0.0%
2026 Rotterdam R32,L vs De Minaur,64.9%,32.4%,7.0%,1/3,2.30,6.0%,54.1%,45.0%,2.7%,2.29,8.8%,89.5%,17.6%,15.8%,2.31,0.0%
2026 Montpellier R32,W vs Royer,57.4%,50.0%,0.0%,0/0,2.58,1.6%,55.9%,47.4%,0.0%,2.53,0.0%,64.5%,55.0%,0.0%,2.65,3.7%
2025 Canada R32,L vs Lehecka,58.0%,47.1%,1.1%,1/0,2.19,10.0%,51.0%,34.6%,2.0%,2.23,15.2%,78.1%,60.0%,0.0%,2.12,0.0%
2025 Roland Garros R64,W vs Munar,65.2%,48.5%,0.0%,0/0,2.09,4.8%,65.0%,41.5%,0.0%,2.12,8.1%,84.4%,60.5%,0.0%,2.05,0.0%
2025 Roland Garros R128,W vs Jarry,70.8%,50.0%,1.2%,1/1,2.35,2.5%,70.5%,51.4%,1.0%,2.18,4.2%,83.3%,47.5%,2.1%,2.61,0.0%
2025 Rome R32,W vs Tsitsipas,69.7%,49.1%,3.9%,2/1,2.32,15.8%,67.4%,45.2%,6.5%,2.45,15.6%,84.6%,54.5%,0.0%,2.16,16.0%
2025 Rome R64,W vs Griekspoor,67.9%,66.7%,1.9%,1/0,2.02,7.7%,63.6%,71.4%,3.0%,2.35,7.7%,78.9%,60.0%,0.0%,1.69,7.7%
2025 Madrid R64,L vs Comesana,64.2%,57.7%,1.2%,0/1,2.53,10.9%,59.6%,53.6%,0.0%,2.59,13.2%,75.0%,62.5%,3.1%,2.38,5.9%
2025 Barcelona SF,L vs Alcaraz,73.6%,30.8%,3.8%,0/2,2.50,10.0%,76.9%,30.0%,2.6%,2.60,10.3%,75.0%,33.3%,8.3%,2.23,9.1%
2025 Barcelona R16,W vs Martinez,68.8%,51.5%,4.2%,1/1,2.21,5.3%,77.8%,53.6%,2.8%,2.30,13.3%,55.6%,40.0%,11.1%,2.15,0.0%
2025 Monte Carlo QF,L vs Alcaraz,66.3%,47.8%,3.0%,2/1,2.11,7.9%,64.5%,47.5%,3.2%,2.14,13.3%,84.4%,48.1%,3.1%,2.05,0.0%
2025 Monte Carlo R16,W vs Rublev,66.0%,68.6%,0.0%,0/0,2.19,6.9%,68.8%,59.1%,0.0%,2.14,11.1%,76.5%,84.6%,0.0%,2.27,0.0%
2025 Monte Carlo R32,W vs Cobolli,70.4%,57.9%,0.0%,0/0,2.05,12.8%,75.0%,61.9%,0.0%,1.96,20.8%,70.8%,52.9%,0.0%,2.20,0.0%
2025 Miami QF,L vs Mensik,45.3%,50.0%,7.5%,1/3,2.11,14.3%,31.4%,45.5%,5.7%,2.11,21.6%,81.3%,53.8%,12.5%,2.11,0.0%
2025 Miami R16,W vs Zverev,63.7%,54.9%,1.3%,0/1,2.26,3.6%,56.4%,54.8%,0.0%,2.25,5.6%,80.0%,55.0%,4.0%,2.29,0.0%
2025 Indian Wells QF,L vs Medvedev,69.3%,42.6%,2.3%,1/1,2.37,12.7%,67.3%,54.1%,1.8%,2.44,25.0%,80.0%,25.0%,3.3%,2.30,0.0%
Career (72 matches),,63.4%,49.4%,2.6%,45.3%,2.30,11.1%,59.1%,46.7%,1.7%,2.25,17.2%,78.6%,53.4%,4.4%,2.36,2.6%
