Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,24,17,7,70.8%,33-20,62.3%,280-250,52.8%,8-6,57.1%,24,85.0%,19.6%,8.2%,3.1%,65.4%,72.7%,58.0%,67.6%,34.7%,51.0%,1.07
Clay,15,10,5,66.7%,21-13,61.8%,176-154,53.3%,3-4,42.9%,14,81.7%,25.5%,4.0%,3.6%,62.7%,70.1%,53.8%,64.0%,40.4%,52.0%,1.12
Grand Slams,3,2,1,66.7%,6-3,66.7%,46-45,50.5%,2-1,66.7%,2,80.0%,18.6%,3.3%,3.0%,64.5%,67.4%,53.8%,62.5%,40.3%,51.1%,1.08
Masters,23,16,7,69.6%,32-20,61.5%,273-233,54.0%,4-6,40.0%,23,85.0%,23.0%,6.6%,3.5%,64.0%,73.4%,56.7%,67.4%,37.3%,52.0%,1.14
Other Tours,13,9,4,69.2%,16-10,61.5%,137-126,52.1%,5-3,62.5%,13,82.4%,20.6%,7.7%,3.0%,65.0%,70.2%,56.3%,65.3%,34.8%,50.4%,1.00
Best of 5,2,2,0,100.0%,6-3,66.7%,46-45,50.5%,2-1,66.7%,2,80.0%,18.6%,3.3%,3.0%,64.5%,67.4%,53.8%,62.5%,40.3%,51.1%,1.08
Best of 3,37,25,12,67.6%,48-30,61.5%,410-359,53.3%,9-9,50.0%,36,84.2%,22.2%,6.9%,3.3%,64.3%,72.3%,56.6%,66.7%,36.5%,51.5%,1.10
Finals,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,37.5%,0.0%,0.0%,0.0%,72.1%,45.2%,41.7%,44.2%,15.2%,31.6%,0.27
Semi-finals,3,1,2,33.3%,2-4,33.3%,23-34,40.4%,1-0,100.0%,3,71.4%,7.1%,6.0%,4.0%,65.8%,64.9%,48.5%,59.3%,28.6%,45.6%,0.70
Quarter-finals,7,3,4,42.9%,5-9,35.7%,64-79,44.8%,2-2,50.0%,7,74.6%,15.7%,4.7%,3.1%,64.1%,69.3%,48.0%,61.7%,32.0%,47.7%,0.84
vs Righties,38,26,12,68.4%,52-33,61.2%,444-399,52.7%,11-10,52.4%,37,83.4%,21.5%,6.5%,3.3%,64.3%,71.6%,55.9%,66.0%,36.8%,51.2%,1.08
vs Lefties,1,1,0,100.0%,2-0,100.0%,12-5,70.6%,0-0,-,1,100.0%,37.5%,8.3%,4.2%,64.6%,80.6%,76.5%,79.2%,44.4%,59.5%,2.13
vs Top 10,10,3,7,30.0%,7-15,31.8%,89-118,43.0%,1-2,33.3%,10,68.9%,16.8%,4.6%,4.1%,62.3%,64.6%,49.6%,59.0%,32.1%,46.1%,0.78
