Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Miami Masters QF,W vs Paul,46,46,1.0,20.1%,20.1%,35,44,0.8,16.7%,21.0%,10.0%,5.2%,0.9,14.4%,15.3%
2026 Miami Masters R32,W vs Tsitsipas,18,8,2.3,25.0%,11.1%,16,7,2.3,24.6%,10.8%,9.2%,4.6%,0.4,15.3%,36.1%
2026 Indian Wells Masters QF,L vs Zverev,24,26,0.9,20.0%,21.7%,17,22,0.8,16.7%,21.6%,7.8%,8.8%,1.5,21.7%,14.2%
2026 Doha F,L vs Alcaraz,4,19,0.2,5.3%,25.0%,4,19,0.2,5.7%,27.1%,2.9%,1.4%,2.4,25.0%,10.5%
2026 Rotterdam R32,L vs De Minaur,19,36,0.5,15.0%,28.3%,15,33,0.5,12.8%,28.2%,6.8%,4.3%,0.5,7.1%,15.0%
2026 Montpellier R32,W vs Royer,54,52,1.0,25.8%,24.9%,39,47,0.8,22.5%,27.2%,12.7%,6.9%,0.8,13.4%,16.7%
2025 Canada Masters R32,L vs Lehecka,24,30,0.8,14.6%,18.3%,21,29,0.7,14.7%,20.3%,9.1%,3.5%,0.9,18.9%,20.7%
2025 Roland Garros R64,W vs Munar,68,80,0.9,20.5%,24.2%,66,73,0.9,22.0%,24.3%,17.7%,4.3%,1.0,13.3%,13.3%
2025 Roland Garros R128,W vs Jarry,46,52,0.9,16.0%,18.1%,38,50,0.8,14.4%,18.9%,7.2%,6.1%,0.6,15.0%,26.1%
2025 Rome Masters R32,W vs Tsitsipas,38,33,1.2,25.5%,22.1%,35,33,1.1,25.5%,24.1%,14.6%,2.9%,0.9,19.5%,22.1%
2025 Rome Masters R64,W vs Griekspoor,25,14,1.8,25.8%,14.4%,23,13,1.8,25.3%,14.3%,11.0%,6.6%,0.9,22.7%,25.8%
2025 Madrid Masters R64,L vs Comesana,29,31,0.9,19.1%,20.4%,27,27,1.0,20.3%,20.3%,17.3%,3.0%,1.4,16.4%,11.8%
2025 Barcelona SF,L vs Alcaraz,19,34,0.6,17.6%,31.5%,16,30,0.5,16.5%,30.9%,4.1%,7.2%,1.4,17.6%,13.0%
2025 Barcelona R16,W vs Martinez,34,22,1.5,34.3%,22.2%,29,22,1.3,32.6%,24.7%,19.1%,7.9%,0.7,13.1%,19.2%
2025 Monte Carlo Masters QF,L vs Alcaraz,40,55,0.7,19.6%,27.0%,39,50,0.8,20.7%,26.6%,9.0%,3.7%,1.1,20.6%,19.1%
2025 Monte Carlo Masters R16,W vs Rublev,28,18,1.6,29.8%,19.1%,24,16,1.5,28.9%,19.3%,18.1%,6.0%,0.9,18.1%,19.1%
2025 Monte Carlo Masters R32,W vs Cobolli,24,21,1.1,22.4%,19.6%,23,20,1.2,22.3%,19.4%,10.7%,2.9%,0.8,19.6%,23.4%
2025 Miami Masters QF,L vs Mensik,19,22,0.9,15.6%,18.0%,18,19,0.9,17.5%,18.4%,10.7%,6.8%,1.2,22.1%,18.9%
2025 Miami Masters R16,W vs Zverev,36,30,1.2,23.2%,19.4%,32,28,1.1,22.9%,20.0%,12.9%,2.1%,1.2,20.6%,17.4%
2025 Indian Wells Masters QF,L vs Medvedev,48,58,0.8,24.7%,29.9%,46,51,0.9,26.0%,28.8%,9.0%,4.0%,1.1,17.0%,16.0%
Career (77 matches),,2439,2443,1.0,20.1%,20.2%,1972,2204,0.9,18.4%,20.5%,9.6%,4.4%,1.0,16.4%,16.5%
