Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Miami QF,W vs Paul,32.8%,46.2%,65.4%,44.8%,38.6%,54.2%,64.7%,55.8%,68.6%,62.5%,50.0%,20.6%,29.4%,66.7%,5
2026 Miami R32,W vs Tsitsipas,32.3%,51.6%,75.0%,39.0%,38.9%,55.6%,81.8%,50.6%,33.3%,66.7%,0.0%,25.0%,50.0%,66.7%,37
2026 Indian Wells QF,L vs Zverev,23.2%,37.7%,42.9%,28.7%,33.3%,43.6%,34.6%,43.1%,68.2%,41.2%,75.0%,11.5%,34.6%,52.2%,-8
2026 Doha F,L vs Alcaraz,18.6%,27.9%,31.4%,24.9%,22.6%,32.3%,29.2%,31.3%,66.7%,38.5%,66.7%,8.3%,16.7%,36.4%,-79
2026 Rotterdam R32,L vs De Minaur,24.3%,35.7%,46.0%,31.7%,27.7%,44.7%,47.1%,38.7%,45.0%,44.4%,50.0%,20.0%,20.0%,43.8%,73
2026 Montpellier R32,W vs Royer,37.0%,50.9%,57.1%,47.6%,45.5%,63.6%,69.4%,62.7%,60.7%,63.2%,-,27.0%,35.1%,40.7%,101
2025 Canada R32,L vs Lehecka,32.9%,43.4%,58.0%,37.0%,38.9%,48.1%,60.6%,44.6%,54.2%,30.0%,0.0%,19.0%,33.3%,52.9%,-10
2025 Roland Garros R64,W vs Munar,12.1%,23.7%,51.0%,21.6%,17.3%,33.7%,53.5%,33.0%,69.6%,72.4%,90.9%,4.8%,9.7%,47.5%,-70
2025 Roland Garros R128,W vs Jarry,34.9%,43.7%,60.0%,39.9%,42.2%,53.0%,58.3%,49.8%,61.5%,52.3%,100.0%,22.0%,26.8%,62.5%,-9
2025 Rome R32,W vs Tsitsipas,21.9%,30.1%,56.1%,27.8%,30.4%,41.3%,43.8%,39.8%,47.8%,73.9%,-,7.4%,11.1%,72.0%,-79
2025 Rome R64,W vs Griekspoor,37.8%,51.1%,61.5%,42.7%,45.8%,54.2%,53.8%,55.0%,75.0%,33.3%,-,31.6%,52.6%,69.2%,-3
2025 Madrid R64,L vs Comesana,16.9%,32.4%,52.7%,29.4%,22.4%,36.7%,57.9%,40.6%,59.1%,74.1%,100.0%,5.6%,27.8%,41.2%,-68
2025 Barcelona SF,L vs Alcaraz,19.6%,32.1%,50.0%,27.1%,21.6%,37.8%,48.3%,33.0%,47.6%,56.3%,0.0%,21.4%,28.6%,54.5%,65
2025 Barcelona R16,W vs Martinez,25.5%,52.9%,65.8%,33.3%,40.0%,72.0%,66.7%,56.0%,69.2%,41.7%,-,11.5%,34.6%,65.2%,-79
2025 Monte Carlo QF,L vs Alcaraz,21.4%,34.0%,47.4%,29.6%,27.4%,45.2%,62.2%,41.1%,68.8%,70.0%,100.0%,13.9%,19.4%,25.8%,16
2025 Monte Carlo R16,W vs Rublev,26.2%,42.9%,65.5%,39.3%,30.8%,50.0%,72.2%,51.9%,54.5%,66.7%,100.0%,21.4%,35.7%,54.5%,88
2025 Monte Carlo R32,W vs Cobolli,24.5%,39.6%,64.1%,33.4%,25.0%,46.9%,66.7%,39.7%,53.8%,52.6%,-,25.0%,30.0%,60.0%,-7
2025 Miami QF,L vs Mensik,14.5%,24.6%,53.6%,23.9%,21.3%,36.2%,62.2%,35.1%,55.6%,41.4%,100.0%,0.0%,0.0%,36.8%,-118
2025 Miami R16,W vs Zverev,24.0%,34.7%,60.0%,31.9%,28.0%,42.0%,55.6%,39.8%,63.6%,39.3%,100.0%,17.4%,21.7%,68.4%,42
2025 Indian Wells QF,L vs Medvedev,26.4%,37.7%,53.5%,32.8%,41.0%,57.4%,55.6%,52.1%,84.4%,27.6%,66.7%,7.9%,13.2%,51.4%,-45
Career (72 matches),,28.7%,41.1%,53.7%,36.1%,36.6%,52.0%,58.3%,48.6%,58.4%,50.0%,54.7%,17.9%,26.3%,47.5%,60
