Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,27,7,20,25.9%,17-42,28.8%,222-318,41.1%,4-2,66.7%,26,67.1%,14.5%,8.0%,5.8%,61.1%,67.6%,45.5%,59.0%,32.9%,46.4%,0.80
Clay,72,26,46,36.1%,60-105,36.4%,697-852,45.0%,9-14,39.1%,69,68.3%,22.1%,4.5%,5.0%,62.6%,65.2%,47.1%,58.4%,36.9%,47.8%,0.89
Finals,2,1,1,50.0%,3-3,50.0%,26-27,49.1%,0-0,-,2,77.8%,19.2%,4.1%,4.7%,66.7%,67.5%,49.1%,61.4%,40.2%,50.3%,1.04
Semi-finals,3,2,1,66.7%,4-2,66.7%,35-28,55.6%,2-1,66.7%,3,83.3%,26.7%,2.1%,2.1%,63.2%,72.5%,58.6%,67.4%,33.9%,50.8%,1.04
Quarter-finals,6,3,3,50.0%,6-8,42.9%,63-70,47.4%,0-2,0.0%,6,77.9%,15.9%,4.2%,4.8%,68.8%,66.4%,49.3%,61.1%,33.2%,48.4%,0.85
vs Righties,77,26,51,33.8%,63-114,35.6%,737-919,44.5%,12-12,50.0%,74,69.8%,19.0%,5.1%,5.2%,62.2%,66.7%,47.1%,59.3%,35.4%,47.6%,0.87
vs Lefties,16,5,11,31.3%,9-24,27.3%,116-179,39.3%,1-1,50.0%,16,60.7%,19.3%,6.8%,5.4%,63.2%,62.6%,44.2%,55.8%,36.2%,46.1%,0.82
