Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2016 Puebla CH Q3,L vs Napolitano,84.1%,62.2%,41.0%,61.0%,10.0%,0.0%,0.0%,0.0%,0.0%,1.2%,0.0%,-33,74
2015 Corrientes CH R32,L vs Schwartzman,0.0%,-,10.4%,76.9%,5.0%,4.3%,9.1%,5.1%,13.6%,2.4%,16.7%,-36,-2
Career (2 matches),,34.6%,62.2%,24.0%,64.8%,5.8%,4.0%,8.3%,4.8%,11.1%,2.1%,14.3%,-35,24
