Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2024,1390,4,,,,,,,,,103,857,,
2023,1222,5,,,,,,,,,,,,
2020,,,,,,,,,,,101,889,,
2019,,,,,,,,,,,104,829,,
2018,,,,,,,,,,,120,652,,
2017,755,25,,,,,,,,,188,351,,
2016,547,63,,,,,,,,,259,277,,
2015,334,139,393,1225,383,1195,362,1215,,,272,256,,
2014,514,65,,,,,,,,,229,320,,
2013,331,130,,,,,,,,,256,249,,
2012,301,150,373,1271,373,1201,337,1281,,,286,233,,
2011,359,116,380,1159,373,1098,344,1189,255,1252,218,299,,
2010,287,157,,,,,,,,,341,177,,
2009,372,105,,,,,,,,,257,250,,
2008,529,49,,,,,,,,,484,98,,
2007,1176,5,,,,,,,,,874,28,,
2006,1281,3,,,,,,,,,,,,
