Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,355,203,152,57.2%,445-349,56.0%,3838-3454,52.6%,39-30,56.5%,260,-,-,3.1%,5.0%,64.2%,63.4%,47.1%,57.6%,45.0%,51.3%,1.06
Clay,105,57,48,54.3%,130-107,54.9%,1147-1026,52.8%,7-10,41.2%,85,-,-,2.3%,4.4%,65.2%,61.9%,47.0%,56.7%,46.1%,51.4%,1.07
Grass,51,23,28,45.1%,50-59,45.9%,504-515,49.5%,6-4,60.0%,41,-,-,5.1%,3.8%,67.6%,64.7%,49.4%,59.7%,40.6%,49.9%,1.01
Carpet,9,4,5,44.4%,11-10,52.4%,91-95,48.9%,0-1,0.0%,7,-,-,4.0%,6.4%,64.0%,63.3%,38.2%,54.3%,42.4%,48.9%,0.93
Grand Slams,107,64,43,59.8%,138-101,57.7%,1154-1035,52.7%,14-6,70.0%,92,-,-,3.4%,4.5%,65.4%,64.6%,47.8%,58.8%,43.6%,51.1%,1.06
Premiers,196,95,101,48.5%,215-216,49.9%,1979-1955,50.3%,15-19,44.1%,153,-,-,3.0%,5.2%,64.4%,62.0%,46.0%,56.3%,43.8%,50.1%,1.00
Internationals,154,95,59,61.7%,211-140,60.1%,1775-1453,55.0%,16-14,53.3%,100,-,-,3.1%,4.7%,64.6%,63.5%,47.6%,57.8%,47.9%,52.9%,1.14
Finals,12,6,6,50.0%,14-14,50.0%,135-124,52.1%,2-2,50.0%,8,-,-,2.6%,4.3%,66.9%,59.6%,42.8%,54.0%,46.4%,50.3%,1.01
Semi-finals,22,12,10,54.5%,28-25,52.8%,256-230,52.7%,0-2,0.0%,16,-,-,2.8%,4.3%,63.1%,62.7%,48.2%,57.4%,45.5%,51.5%,1.07
Quarter-finals,48,22,26,45.8%,52-57,47.7%,488-495,49.6%,6-4,60.0%,38,-,-,3.3%,4.6%,64.1%,62.1%,46.1%,56.3%,43.9%,50.0%,1.01
vs Righties,478,259,219,54.2%,578-492,54.0%,5114-4725,52.0%,45-43,51.1%,363,-,-,3.2%,4.8%,64.6%,63.1%,46.7%,57.3%,44.8%,51.0%,1.05
vs Lefties,38,24,14,63.2%,50-32,61.0%,414-334,55.3%,6-2,75.0%,28,-,-,3.1%,4.6%,65.8%,64.3%,51.8%,60.1%,43.8%,52.0%,1.10
vs Top 10,71,14,57,19.7%,41-120,25.5%,607-872,41.0%,2-8,20.0%,61,-,-,2.7%,5.1%,63.9%,60.1%,42.8%,53.9%,39.4%,46.6%,0.85
