Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2014 US Open R128,L vs Sharapova,1.05,0.63,48.7,3.1,0.0%,46.7%,0.0%,42.9%,28.0%,39.1%
2014 Wimbledon R64,L vs Peng,1.01,0.46,37.0,2.1,-,50.0%,-,42.9%,19.2%,30.4%
2014 Wimbledon R64,L vs Peng,1.01,0.46,37.0,2.1,0.0%,50.0%,0.0%,42.9%,19.2%,30.4%
2014 Wimbledon R128,W vs Stephens,1.08,1.54,67.5,2.2,-,64.7%,-,77.4%,48.8%,34.9%
2014 Wimbledon R128,W vs Stephens,1.08,1.54,67.5,2.2,0.0%,64.7%,6.5%,77.4%,48.8%,34.9%
2014 s Hertogenbosch R32,L vs Barthel,0.89,0.49,34.4,2.0,8.7%,47.8%,0.0%,45.5%,29.6%,29.2%
2014 Roland Garros R128,L vs Larsson,0.91,0.56,40.2,2.3,-,37.0%,-,41.7%,45.8%,29.2%
2014 Roland Garros R128,L vs Larsson,0.91,0.56,40.2,2.3,0.0%,37.0%,4.2%,41.7%,45.8%,29.2%
2014 Rome R64,L vs Kuznetsova,1.03,0.66,47.3,3.1,-,53.3%,-,37.9%,29.6%,40.0%
2014 Madrid R64,W vs Mladenovic,1.06,1.29,64.0,2.7,5.3%,68.4%,5.6%,55.6%,45.0%,47.4%
2014 Charleston R64,L vs Bencic,1.03,0.79,53.7,2.0,2.4%,36.6%,0.0%,48.7%,43.2%,44.4%
2013 Moscow R16,L vs Pavlyuchenkova,0.79,0.50,41.1,2.0,0.0%,50.0%,3.6%,57.1%,32.0%,26.1%
2013 Beijing R16,L vs Williams,0.92,0.74,59.8,3.9,0.0%,51.3%,2.9%,65.7%,22.9%,45.5%
2013 Beijing R32,W vs Radwanska,1.09,1.40,55.3,2.5,5.9%,52.9%,0.0%,76.7%,48.5%,42.9%
2013 Beijing R64,W vs Zheng,0.98,1.29,61.9,3.6,0.0%,61.8%,3.0%,54.5%,61.8%,48.4%
2013 Seoul R16,L vs Date Krumm,0.96,0.64,42.2,2.2,3.6%,46.4%,3.8%,34.6%,42.3%,36.0%
2013 Seoul R32,W vs Chan,1.29,1.59,40.3,2.2,2.9%,50.0%,0.0%,64.7%,53.3%,51.9%
2013 US Open R32,L vs Halep,0.79,0.34,27.4,2.2,-,38.1%,-,30.0%,21.1%,35.3%
2013 US Open R64,W vs Larcher De Brito,1.19,2.00,32.9,2.2,-,66.7%,-,66.7%,55.6%,56.0%
2013 US Open R128,W vs Wickmayer,1.21,3.13,27.3,2.1,-,73.7%,-,83.3%,56.0%,56.0%
2014 (11 matches),,1.01,0.78,51.3,2.3,1.5%,51.2%,1.6%,51.6%,38.3%,36.2%
2013 (47 matches),,1.03,1.15,54.2,2.6,2.7%,59.8%,3.0%,61.0%,46.5%,42.4%
2012 (46 matches),,1.03,1.15,56.8,2.7,1.1%,59.7%,1.1%,59.4%,45.5%,45.0%
2011 (19 matches),,1.01,1.13,57.9,2.7,0.6%,58.1%,1.0%,61.1%,44.6%,45.6%
Career (123 matches),,1.02,1.11,55.6,2.6,1.7%,58.8%,1.8%,59.7%,45.1%,43.4%
