Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Rio de Janeiro F,W vs Tabilo,4.9,4.9,4.9,48.6%,58.3%,50.0%,34.5%,55.2%,14.4%,3.0,1.3,2.5,1.4
2026 Australian Open R128,W vs Kecmanovic,5.0,3.9,5.7,53.5%,58.5%,56.7%,50.0%,56.7%,17.0%,27.5,8.2,-0.5,-0.2
2026 Hong Kong R16,L vs Musetti,5.6,5.7,5.4,54.7%,50.0%,23.8%,38.2%,56.3%,19.9%,4.5,1.9,-11.5,-7.4
2025 Davis Cup Qualifiers RR,W vs De Jong,5.5,6.5,4.8,47.4%,60.0%,57.1%,48.0%,65.9%,15.4%,13.5,7.0,6.5,7.7
2025 Hamburg R32,W vs Comesana,4.7,5.1,4.1,51.4%,48.5%,76.5%,56.3%,61.1%,12.6%,10.0,6.4,-1.5,-1.7
2025 Buenos Aires R32,L vs Fonseca,4.0,4.3,3.5,50.8%,37.9%,58.3%,0.0%,63.3%,10.8%,4.0,4.1,-5.0,-8.6
2024 United Cup RR,L vs De Minaur,4.6,5.2,4.0,44.8%,38.5%,23.1%,42.9%,41.0%,9.0%,-0.5,-0.7,1.0,1.0
2024 Shanghai R64,W vs Van De Zandschulp,5.8,6.2,5.3,50.4%,50.0%,43.2%,54.7%,60.5%,15.4%,3.0,0.8,2.5,1.3
2024 US Open R128,W vs Mpetshi Perricard,3.0,3.3,2.8,58.9%,71.4%,50.0%,55.6%,65.0%,6.3%,13.0,11.4,4.0,6.9
2024 Canada R32,L vs Rublev,4.0,4.5,3.3,47.5%,38.1%,28.6%,37.5%,53.2%,6.3%,-3.5,-3.7,-10.5,-11.8
2024 Roland Garros R128,W vs Cazaux,5.2,5.3,5.0,55.7%,54.2%,50.0%,64.5%,62.7%,15.4%,25.5,8.6,3.5,2.3
2024 Lyon F,L vs Mpetshi Perricard,3.8,4.6,3.0,50.4%,57.5%,55.6%,35.3%,55.1%,10.5%,20.0,13.9,4.0,3.5
2024 Lyon SF,W vs Darderi,5.1,5.1,5.0,60.9%,48.3%,62.5%,64.3%,51.8%,4.7%,14.0,14.1,4.0,4.1
2024 Rome R32,L vs Hurkacz,5.3,6.0,4.7,33.8%,51.4%,57.9%,62.5%,51.8%,10.7%,10.5,7.0,-5.0,-3.8
2024 Barcelona R16,W vs Nakashima,5.4,5.4,5.5,45.2%,54.4%,50.0%,52.6%,55.0%,13.8%,27.0,10.1,-0.5,-0.3
2024 Monte Carlo R32,L vs Tsitsipas,5.2,5.8,4.6,38.2%,41.7%,27.8%,20.0%,56.6%,7.3%,-4.0,-4.4,-12.0,-15.8
2024 Australian Open R32,L vs Djokovic,5.3,5.5,5.0,46.6%,40.0%,47.4%,37.5%,57.6%,19.8%,1.5,0.7,-7.0,-5.1
2024 Australian Open R128,W vs Murray,5.1,4.6,5.5,63.0%,47.1%,47.6%,69.2%,42.9%,24.3%,4.5,3.2,1.0,0.7
2023 Paris R32,L vs Djokovic,4.8,5.7,4.0,45.1%,30.4%,64.3%,35.7%,60.5%,16.9%,-3.0,-2.7,2.5,4.1
2023 Roland Garros QF,L vs Zverev,5.3,5.4,5.3,51.8%,52.0%,29.0%,48.7%,57.2%,13.1%,2.5,0.9,-3.5,-1.8
Career (32 matches),,4.8,5.0,4.7,51.5%,49.3%,46.3%,47.6%,56.2%,13.4%,8.0,4.5,-2.2,-1.7
