Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
16-Feb-2026,Rio de Janeiro,Clay,F,51,68,(8) Etcheverry d. Alejandro Tabilo [CHI],3-6 7-6(3) 6-4,0.96,13.3%,3.8%,63.8%,71.6%,42.1%,6/9,3:04
20-May-2024,Lyon,Clay,F,29,117,(WC) Giovanni Mpetshi Perricard [FRA] d. (6) Etcheverry,6-4 1-6 7-6(7),1.08,5.2%,2.1%,68.0%,65.2%,61.3%,3/6,2:28
15-May-2023,Bordeaux CH,Clay,F,61,50,(5) Ugo Humbert [FRA] d. (7) Etcheverry,7-6(3) 6-4,0.78,4.0%,2.7%,70.7%,71.7%,45.5%,3/5,1:55
03-Apr-2023,Houston,Clay,F,73,15,(1) Frances Tiafoe [USA] d. (8) Etcheverry,7-6(1) 7-6(6),0.67,7.7%,2.6%,62.8%,67.3%,62.1%,0/1,1:53
27-Feb-2023,Santiago,Clay,F,76,87,(SE) Nicolas Jarry [CHI] d. Etcheverry,6-7(5) 7-6(5) 6-2,0.73,8.3%,4.6%,62.4%,69.1%,58.5%,3/6,2:46
07-Nov-2022,Montevideo CH,Clay,F,85,253,(Alt) Genaro Alberto Olivieri [ARG] d. (2) Etcheverry,6-7(3) 7-6(5) 6-3,1.00,5.6%,0.8%,61.3%,65.8%,50.0%,9/13,3:31
24-Oct-2022,Lima CH,Clay,F,89,106,(4) Daniel Altmaier [GER] d. (2) Etcheverry,6-1 6-7(4) 6-4,0.84,0.9%,0.9%,65.1%,66.7%,51.4%,6/9,3:20
06-Jun-2022,Perugia CH,Clay,F,90,92,(2) Jaume Munar [ESP] d. (3) Etcheverry,6-3 4-6 6-1,0.86,1.2%,1.2%,74.1%,53.3%,33.3%,8/16,2:48
04-Apr-2022,Mexico City CH,Clay,F,106,176,Marc Andrea Huesler [SUI] d. (2) Etcheverry,6-4 6-2,0.69,11.6%,7.0%,72.1%,67.7%,41.7%,0/3,1:05
14-Mar-2022,Concepcion CH,Clay,F,123,101,(3) Etcheverry d. (1) Hugo Dellien [BOL],6-3 6-2,1.39,0.0%,2.1%,75.0%,52.8%,66.7%,5/8,1:30
