Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Rio de Janeiro F,W vs Tabilo,25.7%,34.3%,50.0%,34.1%,34.3%,46.3%,56.8%,47.5%,48.5%,29.4%,50.0%,11.8%,14.7%,40.0%,-2
2026 Australian Open R128,W vs Kecmanovic,33.3%,45.8%,69.3%,40.3%,45.6%,60.8%,74.4%,56.2%,60.5%,26.8%,100.0%,11.1%,19.4%,62.5%,-11
2026 Hong Kong R16,L vs Musetti,29.8%,38.3%,43.9%,36.7%,36.4%,47.0%,47.6%,46.2%,51.7%,35.1%,66.7%,14.3%,17.9%,37.5%,-79
2025 Davis Cup Qualifiers RR,W vs De Jong,25.9%,33.3%,43.6%,30.7%,37.1%,48.6%,50.0%,44.6%,63.2%,18.8%,0.0%,5.6%,5.6%,35.3%,-60
2025 Hamburg R32,W vs Comesana,26.7%,36.0%,52.7%,31.6%,46.2%,59.0%,57.1%,55.6%,80.0%,50.0%,100.0%,5.6%,11.1%,50.0%,-79
2025 Buenos Aires R32,L vs Fonseca,18.0%,31.1%,44.9%,26.6%,27.0%,48.6%,63.0%,41.1%,27.8%,63.2%,50.0%,4.3%,4.3%,22.7%,-72
2024 United Cup RR,L vs De Minaur,27.7%,34.0%,42.4%,32.1%,39.3%,50.0%,52.9%,46.8%,66.7%,50.0%,50.0%,11.1%,11.1%,31.3%,-2
2024 Shanghai R64,W vs Van De Zandschulp,21.1%,27.1%,54.1%,26.8%,26.0%,35.1%,59.6%,36.0%,44.7%,41.0%,50.0%,16.3%,18.4%,46.3%,-20
2024 US Open R128,W vs Mpetshi Perricard,46.8%,58.1%,72.7%,56.3%,45.7%,60.9%,76.0%,58.5%,56.5%,30.4%,-,50.0%,50.0%,62.5%,-79
2024 Canada R32,L vs Rublev,36.8%,41.2%,34.1%,39.9%,43.8%,50.0%,48.1%,48.1%,60.9%,60.0%,100.0%,22.2%,22.2%,7.1%,72
2024 Roland Garros R128,W vs Cazaux,25.0%,34.3%,55.7%,30.4%,38.3%,51.7%,64.9%,48.0%,64.5%,34.5%,50.0%,8.7%,13.0%,47.6%,-26
2024 Lyon F,L vs Mpetshi Perricard,33.0%,44.3%,47.6%,38.9%,29.9%,43.3%,51.1%,38.4%,85.7%,41.0%,40.0%,42.9%,50.0%,37.5%,22
2024 Lyon SF,W vs Darderi,26.9%,30.8%,67.6%,31.3%,36.7%,40.0%,73.7%,44.3%,40.0%,30.0%,100.0%,14.3%,19.0%,61.1%,-10
2024 Rome R32,L vs Hurkacz,19.7%,24.2%,55.8%,28.3%,27.0%,35.1%,59.3%,42.4%,41.2%,40.0%,100.0%,10.7%,10.7%,52.0%,-27
2024 Barcelona R16,W vs Nakashima,25.8%,38.7%,57.6%,35.2%,35.5%,50.0%,65.0%,49.5%,65.5%,36.4%,0.0%,7.1%,17.9%,46.2%,-47
2024 Monte Carlo R32,L vs Tsitsipas,20.0%,20.0%,15.6%,20.0%,30.8%,30.8%,16.7%,30.8%,41.7%,50.0%,60.0%,0.0%,0.0%,14.3%,-118
2024 Australian Open R32,L vs Djokovic,28.0%,33.0%,46.5%,33.5%,36.1%,43.1%,54.3%,43.8%,53.3%,45.2%,50.0%,7.4%,7.4%,32.0%,-39
2024 Australian Open R128,W vs Murray,30.0%,41.3%,58.9%,36.5%,38.6%,52.6%,60.0%,47.7%,54.5%,40.0%,33.3%,8.7%,13.0%,57.1%,-79
2023 Paris R32,L vs Djokovic,24.0%,34.0%,47.4%,29.0%,30.0%,42.5%,50.0%,36.3%,52.4%,36.8%,0.0%,0.0%,0.0%,40.0%,-118
2023 Roland Garros QF,L vs Zverev,19.0%,28.4%,52.2%,26.4%,25.4%,39.4%,62.3%,37.5%,65.7%,55.6%,50.0%,9.3%,11.6%,38.5%,-20
Career (32 matches),,27.4%,36.1%,50.9%,33.6%,35.0%,46.5%,56.3%,44.6%,58.0%,42.2%,50.0%,14.9%,18.9%,42.9%,10
