Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Rio de Janeiro F,W vs Tabilo,1.24,1.18,65.5,11.4,10.9%,60.0%,16.0%,62.0%,43.6%,30.8%
2026 Australian Open R128,W vs Kecmanovic,0.94,1.52,55.1,4.0,12.7%,73.0%,21.1%,80.7%,40.7%,34.6%
2026 Hong Kong R16,L vs Musetti,0.93,0.81,65.2,4.6,8.3%,56.3%,13.0%,65.2%,31.4%,37.8%
2025 Davis Cup RR,W vs De Jong,1.09,1.23,52.2,2.1,6.9%,65.5%,12.0%,48.0%,46.2%,50.0%
2025 Hamburg R32,W vs Comesana,1.16,1.39,52.6,2.4,5.1%,64.1%,2.8%,66.7%,44.1%,38.7%
2025 Buenos Aires R32,L vs Fonseca,0.87,0.66,49.3,2.0,9.4%,56.3%,6.9%,51.7%,32.1%,37.5%
2025 United Cup RR,L vs De Minaur,0.77,0.46,36.0,2.3,4.0%,44.0%,4.5%,72.7%,18.5%,33.3%
2024 US Open R32,L vs Zverev,1.00,0.83,45.9,5.7,9.0%,64.2%,3.0%,47.0%,38.5%,35.0%
2024 US Open R64,W vs Cerundolo,1.06,1.20,48.6,4.2,16.9%,66.2%,16.7%,66.7%,30.9%,45.9%
2024 US Open R128,W vs Mpetshi Perricard,1.03,3.14,26.1,2.2,15.2%,97.0%,17.2%,72.4%,48.0%,40.4%
2024 Canada R32,L vs Rublev,0.92,0.58,41.7,3.4,5.7%,65.7%,9.1%,48.5%,32.3%,20.0%
2024 Wimbledon R64,L vs Popyrin,0.91,0.82,46.5,5.0,4.8%,71.1%,7.6%,58.2%,34.2%,28.8%
2024 Wimbledon R128,W vs Nardi,1.28,2.64,21.5,2.0,8.6%,80.0%,0.0%,75.8%,40.0%,51.5%
2024 Roland Garros R128,W vs Cazaux,0.91,1.25,43.0,3.3,5.4%,71.4%,3.8%,59.6%,47.7%,46.0%
2024 Lyon F,L vs Mpetshi Perricard,0.84,0.91,89.5,3.6,2.0%,66.7%,8.7%,60.9%,38.9%,39.2%
2024 Lyon SF,W vs Darderi,1.10,1.83,45.2,2.1,14.8%,63.0%,16.0%,88.0%,42.9%,40.0%
2024 Rome R32,L vs Hurkacz,0.89,0.76,57.5,2.5,2.9%,64.7%,3.1%,62.5%,32.5%,29.7%
2024 Barcelona R16,W vs Nakashima,1.11,1.23,75.7,11.2,6.1%,71.4%,6.8%,61.4%,33.3%,40.3%
2024 Monte Carlo R32,L vs Tsitsipas,1.11,0.61,37.8,2.7,14.3%,42.9%,10.5%,21.1%,29.2%,45.5%
2024 Australian Open R32,L vs Djokovic,0.84,0.48,26.3,2.1,9.8%,54.9%,16.3%,67.3%,17.8%,28.2%
2026 (3 matches),,1.03,1.14,61.1,5.4,10.8%,63.9%,17.0%,69.9%,39.1%,34.3%
2025 (4 matches),,1.00,0.95,48.3,2.2,6.4%,58.4%,6.3%,59.8%,36.7%,41.0%
2024 (14 matches),,0.99,1.06,47.2,3.0,8.9%,68.1%,9.2%,61.5%,36.9%,38.4%
2023 (14 matches),,1.02,0.89,51.3,2.8,8.0%,62.4%,7.3%,61.8%,31.1%,35.3%
2022 (4 matches),,0.95,0.96,51.5,3.2,4.9%,67.0%,6.8%,62.4%,35.8%,34.8%
Career (68 matches),,1.01,1.02,51.6,2.9,6.1%,62.4%,6.3%,62.2%,37.7%,38.9%
