Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Rio de Janeiro F,W vs Tabilo,41,50,0.8,19.3%,23.6%,27,46,0.6,14.8%,25.1%,9.8%,4.9%,1.2,16.0%,13.7%
2026 Australian Open R128,W vs Kecmanovic,62,42,1.5,21.8%,14.8%,42,37,1.1,17.0%,15.0%,11.3%,4.9%,0.8,17.3%,21.5%
2026 Hong Kong R16,L vs Musetti,29,39,0.7,15.3%,20.5%,19,39,0.5,11.2%,23.1%,8.3%,1.8%,1.0,18.9%,18.4%
2025 Davis Cup RR,W vs De Jong,14,14,1.0,10.7%,10.7%,9,13,0.7,7.7%,11.1%,6.0%,1.7%,1.4,22.9%,16.0%
2025 Hamburg R32,W vs Comesana,23,20,1.2,16.4%,14.3%,20,20,1.0,15.2%,15.2%,9.8%,3.0%,0.9,16.4%,17.9%
2025 Buenos Aires R32,L vs Fonseca,18,17,1.1,15.9%,15.0%,13,16,0.8,12.7%,15.7%,3.9%,3.9%,1.5,35.4%,23.9%
2025 United Cup RR,L vs De Minaur,17,17,1.0,17.3%,17.3%,15,16,0.9,17.6%,18.8%,3.5%,2.4%,1.9,34.7%,18.4%
2024 Shanghai Masters R64,W vs Van De Zandschulp,28,40,0.7,11.6%,16.6%,19,38,0.5,8.7%,17.4%,6.8%,1.8%,0.7,16.6%,23.2%
2024 US Open R32,L vs Zverev,28,38,0.7,10.9%,14.7%,20,36,0.6,8.7%,15.7%,6.5%,1.7%,0.9,20.9%,22.5%
2024 US Open R64,W vs Cerundolo,42,62,0.7,14.4%,21.2%,19,57,0.3,7.6%,22.8%,4.4%,2.8%,0.6,12.3%,21.9%
2024 US Open R128,W vs Mpetshi Perricard,24,11,2.2,15.1%,6.9%,14,11,1.3,11.7%,9.2%,9.2%,0.8%,0.6,18.2%,31.4%
2024 Canada Masters R32,L vs Rublev,31,28,1.1,25.0%,22.6%,26,26,1.0,24.3%,24.3%,6.5%,1.9%,1.5,26.6%,17.7%
2024 Wimbledon R64,L vs Popyrin,39,32,1.2,12.4%,10.2%,29,30,1.0,10.5%,10.8%,6.9%,3.2%,1.1,20.7%,18.2%
2024 Wimbledon R128,W vs Nardi,21,19,1.1,15.4%,14.0%,18,18,1.0,14.9%,14.9%,10.7%,1.7%,0.8,16.2%,21.3%
2024 Roland Garros R128,W vs Cazaux,39,21,1.9,16.5%,8.9%,34,19,1.8,15.9%,8.9%,12.1%,2.8%,1.0,20.8%,20.3%
2024 Lyon F,L vs Mpetshi Perricard,22,17,1.3,10.9%,8.4%,17,15,1.1,9.3%,8.2%,6.6%,2.2%,1.8,21.8%,12.4%
2024 Lyon SF,W vs Darderi,22,10,2.2,21.0%,9.5%,14,9,1.6,15.1%,9.7%,11.8%,3.2%,0.9,16.2%,19.0%
2024 Rome Masters R32,L vs Hurkacz,28,21,1.3,19.6%,14.7%,26,20,1.3,20.2%,15.5%,16.3%,3.9%,1.8,18.9%,10.5%
2024 Barcelona R16,W vs Nakashima,38,31,1.2,17.4%,14.2%,32,28,1.1,16.4%,14.4%,10.8%,5.1%,1.6,18.8%,11.9%
2024 Monte Carlo Masters R32,L vs Tsitsipas,13,19,0.7,15.1%,22.1%,8,19,0.4,10.3%,24.4%,3.8%,2.6%,2.0,30.2%,15.1%
Career (42 matches),,1181,1236,1.0,14.7%,15.4%,857,1151,0.7,11.9%,16.0%,8.1%,2.7%,1.0,18.6%,18.6%
