Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Rio de Janeiro F,W vs Tabilo,77.6%,48.2%,0.0%,0/0,2.51,17.6%,70.0%,42.9%,0.0%,2.42,27.3%,91.9%,55.9%,0.0%,2.65,3.3%
2026 Australian Open R128,W vs Kecmanovic,74.4%,47.5%,1.8%,0/3,2.43,0.0%,68.3%,45.1%,0.0%,2.27,0.0%,91.1%,51.0%,5.4%,2.65,0.0%
2026 Hong Kong R16,L vs Musetti,71.9%,43.5%,3.1%,0/3,2.22,26.6%,71.0%,46.9%,1.4%,2.04,37.5%,83.3%,35.0%,8.3%,2.50,8.3%
2025 Davis Cup Qualifiers RR,W vs De Jong,72.7%,62.5%,1.3%,1/0,2.12,8.1%,66.0%,58.1%,0.0%,2.20,15.0%,89.3%,68.0%,3.6%,2.03,0.0%
2025 Hamburg R32,W vs Comesana,72.3%,51.1%,1.5%,1/0,2.41,7.3%,69.4%,36.0%,0.0%,2.57,19.0%,84.6%,68.2%,3.8%,2.31,0.0%
2025 Buenos Aires R32,L vs Fonseca,76.9%,40.0%,3.8%,2/0,2.09,20.4%,77.8%,42.9%,0.0%,2.12,37.0%,85.7%,33.3%,14.3%,2.07,0.0%
2024 United Cup RR,L vs De Minaur,58.8%,36.7%,2.0%,1/0,2.18,15.2%,38.5%,30.0%,0.0%,2.18,17.6%,87.0%,40.0%,4.3%,2.19,12.5%
2024 Shanghai R64,W vs Van De Zandschulp,75.8%,42.6%,2.4%,1/2,2.21,4.1%,73.6%,30.2%,0.0%,2.25,7.1%,93.2%,58.5%,6.8%,2.17,0.0%
2024 US Open R128,W vs Mpetshi Perricard,49.5%,60.4%,2.1%,2/0,2.21,15.2%,45.3%,66.7%,0.0%,2.08,20.0%,80.0%,54.2%,6.7%,2.63,0.0%
2024 Canada R32,L vs Rublev,58.9%,42.4%,1.8%,1/0,2.32,7.3%,37.9%,36.4%,3.4%,2.22,11.1%,84.6%,45.5%,0.0%,2.50,0.0%
2024 Roland Garros R128,W vs Cazaux,82.0%,52.4%,3.9%,3/2,2.47,7.6%,77.2%,49.2%,0.0%,2.55,16.2%,100.0%,56.8%,11.4%,2.42,0.0%
2024 Lyon F,L vs Mpetshi Perricard,64.8%,57.4%,2.9%,1/2,2.32,9.5%,60.5%,54.3%,0.0%,2.28,10.6%,81.5%,63.6%,11.1%,2.44,6.3%
2024 Lyon SF,W vs Darderi,83.0%,45.5%,3.8%,1/1,2.24,5.4%,85.7%,45.8%,7.1%,2.47,10.5%,87.0%,45.0%,0.0%,2.00,0.0%
2024 Rome R32,L vs Hurkacz,64.9%,48.0%,1.3%,1/0,2.31,6.1%,47.8%,45.5%,0.0%,2.00,12.5%,90.3%,50.0%,3.2%,2.64,0.0%
2024 Barcelona R16,W vs Nakashima,74.4%,49.5%,3.2%,1/3,2.46,6.3%,61.0%,51.1%,2.6%,2.47,7.9%,95.8%,47.8%,4.2%,2.44,3.8%
2024 Monte Carlo R32,L vs Tsitsipas,89.1%,39.0%,4.3%,0/2,-,12.5%,88.9%,54.2%,7.4%,-,22.2%,94.4%,17.6%,0.0%,-,0.0%
2024 Australian Open R32,L vs Djokovic,64.3%,35.2%,6.0%,2/3,2.27,15.5%,50.9%,27.6%,3.5%,2.29,23.9%,92.6%,44.0%,11.1%,2.22,0.0%
2024 Australian Open R128,W vs Murray,79.3%,55.4%,2.4%,1/1,2.10,5.4%,69.8%,40.0%,0.0%,1.99,8.6%,94.6%,68.6%,5.4%,2.29,0.0%
2023 Paris R32,L vs Djokovic,65.4%,32.4%,5.8%,3/0,2.47,7.9%,56.3%,33.3%,6.3%,2.55,10.7%,94.1%,31.3%,5.9%,2.25,0.0%
2023 Roland Garros QF,L vs Zverev,74.1%,38.4%,3.4%,1/3,2.27,2.2%,76.9%,31.7%,1.3%,2.18,3.8%,89.7%,53.8%,10.3%,2.38,0.0%
Career (32 matches),,73.3%,45.7%,3.6%,52.0%,2.31,9.0%,68.0%,43.0%,2.4%,2.26,14.2%,90.5%,49.4%,6.2%,2.38,1.5%
