Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,14,9,5,64.3%,6,1,5,16.7%,2022,2026,R32,14,1.07,10.9%,1.5%,67.9%,72.9%,52.6%,66.4%,35.9%,61.3%,38.0%
Roland Garros,5,Clay,12,7,5,58.3%,5,4,1,80.0%,2021,2025,QF,12,1.09,5.2%,2.0%,65.2%,68.6%,50.5%,62.3%,41.0%,65.8%,41.0%
Wimbledon,5,Grass,8,3,5,37.5%,2,0,2,0.0%,2021,2025,R64,8,0.95,5.7%,2.4%,66.9%,72.5%,50.3%,65.1%,33.1%,69.0%,35.3%
US Open,5,Hard,9,4,5,44.4%,4,2,2,50.0%,2021,2025,R32,9,1.00,9.3%,2.4%,64.1%,71.4%,49.3%,63.5%,36.7%,46.4%,36.0%
Olympics,1,,2,1,1,50.0%,2,1,1,50.0%,2024,2024,R32,2,0.92,2.5%,1.7%,67.8%,63.4%,51.3%,59.5%,37.3%,40.0%,38.5%
Davis Cup,3,,8,6,2,75.0%,4,4,0,100.0%,2023,2025,,3,1.04,5.6%,2.6%,69.0%,71.3%,47.2%,63.8%,37.6%,83.3%,33.3%
Miami Masters,4,Hard,7,3,4,42.9%,3,2,1,66.7%,2023,2026,R16,7,0.92,7.6%,2.1%,64.2%,68.3%,53.5%,63.0%,33.9%,50.0%,25.6%
Indian Wells Masters,3,Hard,3,0,3,0.0%,3,1,2,33.3%,2023,2026,R64,3,0.87,6.0%,2.5%,64.1%,65.0%,45.5%,58.0%,36.3%,71.4%,33.3%
Rio de Janeiro,3,Clay,8,6,2,75.0%,7,6,1,85.7%,2022,2026,W,8,1.01,8.7%,2.1%,65.5%,74.1%,49.8%,65.7%,34.8%,65.0%,35.9%
Buenos Aires,6,Clay,15,9,6,60.0%,2,1,1,50.0%,2021,2026,SF,15,1.07,6.2%,2.0%,65.4%,70.4%,47.4%,62.5%,40.1%,58.8%,45.0%
Paris Masters,3,Hard,7,4,3,57.1%,3,3,0,100.0%,2023,2025,R32,7,1.05,12.4%,1.6%,65.7%,74.5%,50.6%,66.3%,35.4%,70.8%,35.9%
Cincinnati Masters,3,Hard,5,2,3,40.0%,6,2,4,33.3%,2023,2025,R32,5,0.93,8.8%,2.4%,60.0%,69.5%,52.5%,62.7%,34.8%,61.1%,39.4%
