Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
2021,631,62,,,,,,,,,,,,
2020,582,62,,,,,,,,,265,314,,
2019,640,44,,,,,,,,,285,255,,
2018,451,59,,,,,,,,,118,620,,
2017,234,236,,,,,,,,,158,469,,
2016,392,92,,,,,,,,,240,262,,
2015,474,61,,,,,,,,,208,312,,
2014,461,60,,,,,,,,,225,256,,
2013,418,99,,,,,,,,,423,123,,
2012,472,69,,,,,,,,,519,78,,
2011,1210,3,,,,,,,,,1149,9,,
2010,707,29,,,,,,,,,441,100,,
